DATE,PRICE,SPACE,CATEGORIES
2018-02-28,4150.00,150,APARTMENT
2018-03-31,4850.00,150,FURNISHED_FLAT
2021-12-05,2700.00,70,"APARTMENT, FURNISHED_FLAT"
2021-01-16,3498.00,60,"APARTMENT, FURNISHED_FLAT"
2018-07-01,4550.00,143,FURNISHED_FLAT
2020-10-07,1060.00,70,"APARTMENT, FURNISHED_FLAT"
2018-04-24,4450.00,135,FURNISHED_FLAT
2019-12-19,11406.00,135,FURNISHED_FLAT
2020-12-21,1950.00,70,"APARTMENT, FURNISHED_FLAT"
2020-12-17,4950.00,150,"APARTMENT, FURNISHED_FLAT"
2021-05-23,2200.00,75,"APARTMENT, FURNISHED_FLAT"
2018-01-24,3950.00,105,FURNISHED_FLAT
2020-05-22,3423.00,90,"APARTMENT, FURNISHED_FLAT"
2019-12-09,1350.00,70,FURNISHED_FLAT
2021-01-07,3498.00,125,"APARTMENT, FURNISHED_FLAT"
2019-11-30,11406.00,135,FURNISHED_FLAT
2021-07-06,5950.00,195,"APARTMENT, FURNISHED_FLAT"
2020-05-17,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2018-01-17,2450.00,70,FURNISHED_FLAT
2019-06-19,2250.00,55,FURNISHED_FLAT
2019-04-18,3950.00,135,FURNISHED_FLAT
2021-07-23,2750.00,70,"APARTMENT, FURNISHED_FLAT"
2020-01-13,3346.00,65,"APARTMENT, FURNISHED_FLAT"
2019-02-20,3650.00,105,FURNISHED_FLAT
2021-10-05,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2020-11-17,2650.00,70,"APARTMENT, FURNISHED_FLAT"
2021-02-09,1950.00,70,"APARTMENT, FURNISHED_FLAT"
2019-10-02,4715.00,70,FURNISHED_FLAT
2019-07-19,7150.00,115,FURNISHED_FLAT
2020-07-11,2150.00,110,"APARTMENT, FURNISHED_FLAT"
2020-01-03,1875.00,75,"APARTMENT, FURNISHED_FLAT"
2018-01-28,9885.00,70,FURNISHED_FLAT
2019-10-10,5742.00,115,FURNISHED_FLAT
2019-12-23,2325.00,65,FURNISHED_FLAT
2020-01-29,4106.00,65,"APARTMENT, FURNISHED_FLAT"
2019-08-27,1675.00,45,FURNISHED_FLAT
2019-12-15,1350.00,105,FURNISHED_FLAT
2021-04-03,4750.00,125,"APARTMENT, FURNISHED_FLAT"
2020-12-08,1850.00,55,"APARTMENT, FURNISHED_FLAT"
2018-06-15,1250.00,135,FURNISHED_FLAT
2020-01-22,2850.00,70,"APARTMENT, FURNISHED_FLAT"
2021-02-26,4750.00,130,"APARTMENT, FURNISHED_FLAT"
2019-12-19,1750.00,85,"APARTMENT, FURNISHED_FLAT"
2021-02-04,1060.00,70,"APARTMENT, FURNISHED_FLAT"
2020-11-30,2350.00,70,"APARTMENT, FURNISHED_FLAT"
2018-01-28,1650.00,38,FURNISHED_FLAT
2021-05-29,1950.00,75,"APARTMENT, FURNISHED_FLAT"
2020-11-11,2150.00,110,"APARTMENT, FURNISHED_FLAT"
2019-11-14,6717.00,105,FURNISHED_FLAT
2020-02-06,1750.00,65,"APARTMENT, FURNISHED_FLAT"
2019-09-28,3950.00,150,APARTMENT
2020-09-09,1750.00,50,"APARTMENT, FURNISHED_FLAT"
2019-12-09,,65,FURNISHED_FLAT
2018-09-02,1650.00,38,FURNISHED_FLAT
2019-06-26,3750.00,125,FURNISHED_FLAT
2021-01-27,1950.00,70,"APARTMENT, FURNISHED_FLAT"
2021-03-09,1850.00,70,"APARTMENT, FURNISHED_FLAT"
2019-10-13,2650.00,70,FURNISHED_FLAT
2020-04-27,3498.00,70,"APARTMENT, FURNISHED_FLAT"
2019-02-14,2700.00,70,FURNISHED_FLAT
2020-09-25,3498.00,110,"APARTMENT, FURNISHED_FLAT"
2020-08-03,1950.00,90,"APARTMENT, FURNISHED_FLAT"
2020-01-20,2550.00,70,"APARTMENT, FURNISHED_FLAT"
2020-05-02,1160.00,90,"APARTMENT, FURNISHED_FLAT"
2019-04-12,4250.00,125,FURNISHED_FLAT
2019-11-08,3850.00,105,FURNISHED_FLAT
2020-06-05,1975.00,105,"APARTMENT, FURNISHED_FLAT"
2019-07-13,1650.00,38,FURNISHED_FLAT
2019-10-18,1650.00,70,FURNISHED_FLAT
2021-02-26,4550.00,125,"APARTMENT, FURNISHED_FLAT"
2018-10-09,3880.00,125,FURNISHED_FLAT
2020-12-25,1060.00,75,"APARTMENT, FURNISHED_FLAT"
2021-12-25,1475.00,115,"APARTMENT, FURNISHED_FLAT"
2021-08-24,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2019-04-26,3950.00,150,APARTMENT
2019-07-01,4550.00,150,FURNISHED_FLAT
2021-01-30,2150.00,70,"APARTMENT, FURNISHED_FLAT"
2020-07-08,3498.00,70,"APARTMENT, FURNISHED_FLAT"
2021-12-01,3857.00,115,"APARTMENT, FURNISHED_FLAT"
2019-11-22,5850.00,115,FURNISHED_FLAT
2020-10-23,3150.00,100,"APARTMENT, FLAT"
2020-01-06,3850.00,150,"APARTMENT, FLAT"
2018-08-25,3950.00,135,FURNISHED_FLAT
2019-08-06,2350.00,70,FURNISHED_FLAT
2020-01-16,4106.00,60,"APARTMENT, FURNISHED_FLAT"
2021-07-12,4410.00,115,"APARTMENT, FURNISHED_FLAT"
2020-01-03,2590.00,95,"APARTMENT, FLAT"
2018-09-27,2850.00,125,ROOF_FLAT
2019-08-28,1875.00,45,FURNISHED_FLAT
2019-07-25,1650.00,38,FURNISHED_FLAT
2020-05-25,4550.00,135,"APARTMENT, FURNISHED_FLAT"
2019-10-06,3550.00,95,FURNISHED_FLAT
2021-02-28,1950.00,70,"APARTMENT, FURNISHED_FLAT"
2021-11-22,1750.00,40,"APARTMENT, FURNISHED_FLAT"
2019-07-06,456.00,,SINGLE_GARAGE
2021-06-02,3425.00,107,"APARTMENT, FURNISHED_FLAT"
2020-06-21,3950.00,150,"APARTMENT, FLAT"
2019-10-04,1495.00,70,FURNISHED_FLAT
2020-05-07,5157.00,115,"APARTMENT, FURNISHED_FLAT"
2019-10-18,3550.00,95,FURNISHED_FLAT
2020-02-23,2500.00,75,"APARTMENT, FURNISHED_FLAT"
2020-11-26,2250.00,70,"APARTMENT, FURNISHED_FLAT"
2019-09-04,2250.00,50,FURNISHED_FLAT
2018-05-11,,125,FURNISHED_FLAT
2021-12-30,2750.00,75,"APARTMENT, FURNISHED_FLAT"
2020-08-22,1060.00,90,"APARTMENT, FURNISHED_FLAT"
2020-12-09,1950.00,115,"APARTMENT, FURNISHED_FLAT"
2019-12-07,4850.00,135,FURNISHED_FLAT
2020-03-10,1975.00,115,"APARTMENT, FURNISHED_FLAT"
2019-03-28,3250.00,70,FURNISHED_FLAT
2019-10-23,2250.00,65,FURNISHED_FLAT
2018-11-14,5417.00,143,FURNISHED_FLAT
2018-08-06,3550.00,105,FURNISHED_FLAT
2020-01-20,6717.00,135,"APARTMENT, FURNISHED_FLAT"
2019-11-08,3750.00,135,FURNISHED_FLAT
2021-04-05,1690.00,120,"APARTMENT, FURNISHED_FLAT"
2020-07-08,2595.00,70,"APARTMENT, FURNISHED_FLAT"
2019-11-27,1200.00,70,FURNISHED_FLAT
2019-07-08,3650.00,100,FURNISHED_FLAT
2020-03-06,4550.00,125,"APARTMENT, FURNISHED_FLAT"
2019-10-06,1775.00,45,FURNISHED_FLAT
2018-12-19,2690.00,90,APARTMENT
2018-03-26,,105,FURNISHED_FLAT
2021-05-01,4410.00,125,"APARTMENT, FURNISHED_FLAT"
2021-03-03,2950.00,110,"APARTMENT, FLAT"
2018-01-21,1650.00,38,FURNISHED_FLAT
2021-10-18,3850.00,120,"APARTMENT, FURNISHED_FLAT"
2020-07-07,5157.00,100,"APARTMENT, FURNISHED_FLAT"
2019-09-30,2790.00,105,APARTMENT
2021-08-10,1625.00,40,"APARTMENT, FURNISHED_FLAT"
2018-01-17,9885.00,70,FURNISHED_FLAT
2020-09-09,2650.00,70,"APARTMENT, FURNISHED_FLAT"
2020-09-27,3950.00,150,"APARTMENT, FLAT"
2019-11-29,4950.00,143,FURNISHED_FLAT
2020-06-24,4550.00,125,"APARTMENT, FURNISHED_FLAT"
2021-06-19,2350.00,70,"APARTMENT, FURNISHED_FLAT"
2019-10-23,4250.00,158,APARTMENT
2021-02-09,2890.00,110,"APARTMENT, FLAT"
2018-10-02,1650.00,38,FURNISHED_FLAT
2018-05-07,3950.00,158,APARTMENT
2019-12-30,3350.00,70,FURNISHED_FLAT
2019-05-24,3750.00,125,FURNISHED_FLAT
2020-02-10,3950.00,125,"APARTMENT, FURNISHED_FLAT"
2021-03-29,1800.00,55,"APARTMENT, FURNISHED_FLAT"
2019-04-23,900.00,70,FURNISHED_FLAT
2020-05-22,3498.00,65,"APARTMENT, FURNISHED_FLAT"
2020-01-16,3550.00,,"APARTMENT, FURNISHED_FLAT"
2019-04-06,2100.00,65,FURNISHED_FLAT
2021-02-10,1060.00,110,"APARTMENT, FURNISHED_FLAT"
2019-11-03,5550.00,150,FURNISHED_FLAT
2020-08-07,3498.00,75,"APARTMENT, FURNISHED_FLAT"
2019-09-08,4450.00,135,FURNISHED_FLAT
2021-09-30,1525.00,38,"APARTMENT, FURNISHED_FLAT"
2021-12-25,2550.00,52,"APARTMENT, FURNISHED_FLAT"
2019-06-29,1650.00,38,FURNISHED_FLAT
2019-06-02,2100.00,65,FURNISHED_FLAT
2019-08-27,1875.00,45,FURNISHED_FLAT
2019-10-23,2590.00,105,APARTMENT
2019-10-22,1650.00,70,FURNISHED_FLAT
2021-05-02,3950.00,125,"APARTMENT, FURNISHED_FLAT"
2019-11-17,2590.00,100,APARTMENT
2018-07-13,4650.00,150,FURNISHED_FLAT
2020-12-31,3750.00,150,"APARTMENT, FLAT"
2021-04-26,1060.00,105,"APARTMENT, FURNISHED_FLAT"
2020-03-17,8365.00,115,"APARTMENT, FURNISHED_FLAT"
2020-09-03,1850.00,50,"APARTMENT, FURNISHED_FLAT"
2020-06-26,2325.00,65,"APARTMENT, FURNISHED_FLAT"
2018-03-05,1950.00,50,FURNISHED_FLAT
2020-12-23,2425.00,75,"APARTMENT, FURNISHED_FLAT"
2019-08-25,1580.00,45,APARTMENT
2020-08-18,1950.00,125,"APARTMENT, FURNISHED_FLAT"
2020-05-03,3423.00,105,"APARTMENT, FURNISHED_FLAT"
2019-11-26,3850.00,105,FURNISHED_FLAT
2018-05-20,6844.00,70,FURNISHED_FLAT
2018-12-08,456.00,,SINGLE_GARAGE
2019-10-15,4715.00,70,FURNISHED_FLAT
2021-06-22,1625.00,40,"APARTMENT, FURNISHED_FLAT"
2019-11-30,5019.00,70,FURNISHED_FLAT
2019-09-04,4715.00,70,FURNISHED_FLAT
2020-10-19,4290.00,95,"APARTMENT, FURNISHED_FLAT"
2019-04-09,245.00,,SINGLE_GARAGE
2021-05-20,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2019-10-02,1650.00,38,FURNISHED_FLAT
2021-03-17,3402.00,75,"APARTMENT, FURNISHED_FLAT"
2021-10-08,3495.00,140,"APARTMENT, FURNISHED_FLAT"
2021-08-31,2750.00,75,"APARTMENT, FURNISHED_FLAT"
2021-05-16,4750.00,150,"APARTMENT, FURNISHED_FLAT"
2021-07-06,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2019-02-14,2350.00,70,FURNISHED_FLAT
2021-05-05,1950.00,70,"APARTMENT, FURNISHED_FLAT"
2019-03-12,1650.00,38,FURNISHED_FLAT
2021-07-06,2850.00,75,"APARTMENT, FURNISHED_FLAT"
2020-05-13,2595.00,65,"APARTMENT, FURNISHED_FLAT"
2018-11-02,1650.00,38,FURNISHED_FLAT
2021-02-26,4950.00,150,"APARTMENT, FURNISHED_FLAT"
2020-02-21,1500.00,38,"APARTMENT, FURNISHED_FLAT"
2018-01-21,3250.00,75,FURNISHED_FLAT
2019-12-09,1800.00,70,FURNISHED_FLAT
2021-06-02,2450.00,75,"APARTMENT, FURNISHED_FLAT"
2020-01-24,3850.00,150,"APARTMENT, FLAT"
2020-08-03,4290.00,95,"APARTMENT, FURNISHED_FLAT"
2019-03-24,2350.00,65,FURNISHED_FLAT
2019-10-27,1650.00,38,FURNISHED_FLAT
2021-02-09,2250.00,70,"APARTMENT, FURNISHED_FLAT"
2019-07-20,1085.00,65,FURNISHED_FLAT
2019-06-11,2550.00,70,FURNISHED_FLAT
2019-11-07,1650.00,105,FURNISHED_FLAT
2018-04-27,2250.00,125,FURNISHED_FLAT
2020-02-23,6283.00,105,"APARTMENT, FURNISHED_FLAT"
2020-02-06,3690.00,90,"APARTMENT, FURNISHED_FLAT"
2021-06-07,1060.00,90,"APARTMENT, FURNISHED_FLAT"
2021-08-10,2350.00,70,"APARTMENT, FURNISHED_FLAT"
2019-04-18,2350.00,70,FURNISHED_FLAT
2018-08-13,3550.00,105,FURNISHED_FLAT
2020-12-17,2850.00,70,"APARTMENT, FURNISHED_FLAT"
2019-07-05,6717.00,150,FURNISHED_FLAT
2021-08-05,4750.00,135,"APARTMENT, FURNISHED_FLAT"
2018-02-14,9885.00,70,FURNISHED_FLAT
2018-08-21,4550.00,143,FURNISHED_FLAT
2019-06-26,1260.00,65,FURNISHED_FLAT
2020-03-25,3950.00,135,"APARTMENT, FURNISHED_FLAT"
2021-10-13,4850.00,125,"APARTMENT, FURNISHED_FLAT"
2018-06-02,1725.00,135,FURNISHED_FLAT
2021-08-05,2350.00,70,"APARTMENT, FURNISHED_FLAT"
2020-03-17,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2019-03-21,3250.00,70,FURNISHED_FLAT
2020-05-15,3498.00,65,"APARTMENT, FURNISHED_FLAT"
2021-07-06,3950.00,120,"APARTMENT, FURNISHED_FLAT"
2019-08-01,3650.00,105,FURNISHED_FLAT
2020-05-01,1950.00,115,"APARTMENT, FURNISHED_FLAT"
2020-03-06,2650.00,,"APARTMENT, DUPLEX, MAISONETTE"
2018-03-22,3683.00,70,FURNISHED_FLAT
2020-12-09,3750.00,148,"APARTMENT, FLAT"
2018-08-21,3550.00,105,FURNISHED_FLAT
2020-07-03,5157.00,125,"APARTMENT, FURNISHED_FLAT"
2020-12-14,2550.00,70,"APARTMENT, FURNISHED_FLAT"
2020-10-23,4500.00,125,"APARTMENT, FURNISHED_FLAT"
2020-03-06,3802.00,125,"APARTMENT, FURNISHED_FLAT"
2019-10-10,5550.00,125,FURNISHED_FLAT
2018-08-13,456.00,,SINGLE_GARAGE
2020-01-18,2750.00,105,"APARTMENT, FURNISHED_FLAT"
2019-04-23,2100.00,65,FURNISHED_FLAT
2019-07-25,2350.00,65,FURNISHED_FLAT
2021-01-20,2050.00,75,"APARTMENT, FURNISHED_FLAT"
2020-05-25,2325.00,75,"APARTMENT, FURNISHED_FLAT"
2020-10-23,2425.00,70,"APARTMENT, FURNISHED_FLAT"
2021-11-17,3857.00,95,"APARTMENT, FURNISHED_FLAT"
2020-02-06,2850.00,70,"APARTMENT, FURNISHED_FLAT"
2018-02-03,9581.00,70,FURNISHED_FLAT
2018-01-13,1650.00,38,FURNISHED_FLAT
2019-11-12,2250.00,105,FURNISHED_FLAT
2021-03-23,3950.00,125,"APARTMENT, FURNISHED_FLAT"
2020-08-20,4550.00,125,"APARTMENT, FURNISHED_FLAT"
2020-05-25,2850.00,70,"APARTMENT, FURNISHED_FLAT"
2020-07-11,1850.00,50,"APARTMENT, FURNISHED_FLAT"
2019-12-18,1050.00,70,FURNISHED_FLAT
2021-01-16,3650.00,150,"APARTMENT, FLAT"
2018-05-27,2250.00,125,FURNISHED_FLAT
2020-05-09,5157.00,115,"APARTMENT, FURNISHED_FLAT"
2018-04-24,1725.00,135,FURNISHED_FLAT
2020-11-27,2850.00,75,"APARTMENT, FURNISHED_FLAT"
2020-08-28,1060.00,70,"APARTMENT, FURNISHED_FLAT"
2018-01-13,3850.00,105,FURNISHED_FLAT
2021-06-19,2850.00,70,"APARTMENT, FURNISHED_FLAT"
2021-06-01,1625.00,40,"APARTMENT, FURNISHED_FLAT"
2021-11-25,4117.00,85,"APARTMENT, FURNISHED_FLAT"
2021-09-25,4850.00,125,"APARTMENT, FURNISHED_FLAT"
2020-10-23,3950.00,150,"APARTMENT, FLAT"
2020-03-06,1625.00,40,"APARTMENT, FURNISHED_FLAT"
2021-07-06,4850.00,125,"APARTMENT, FURNISHED_FLAT"
2018-09-27,3880.00,125,FURNISHED_FLAT
2019-04-12,2100.00,70,FURNISHED_FLAT
2019-12-11,3850.00,150,APARTMENT
2019-03-08,3500.00,105,FURNISHED_FLAT
2018-08-30,2250.00,70,FURNISHED_FLAT
2020-08-10,3150.00,105,"APARTMENT, FLAT"
2019-12-12,1350.00,105,FURNISHED_FLAT
2020-01-06,4106.00,60,"APARTMENT, FURNISHED_FLAT"
2020-07-14,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2019-02-14,2100.00,70,FURNISHED_FLAT
2019-12-18,3850.00,150,APARTMENT
2018-01-17,1875.00,50,FURNISHED_FLAT
2020-02-10,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2019-09-08,5550.00,125,FURNISHED_FLAT
2019-07-18,3750.00,125,FURNISHED_FLAT
2020-05-30,1550.00,38,"APARTMENT, FURNISHED_FLAT"
2019-04-12,3200.00,70,FURNISHED_FLAT
2019-12-01,3950.00,115,FURNISHED_FLAT
2018-03-23,2450.00,70,FURNISHED_FLAT
2020-07-31,2550.00,70,"APARTMENT, FURNISHED_FLAT"
2020-12-24,3250.00,105,"APARTMENT, FURNISHED_FLAT"
2021-06-15,2350.00,70,"APARTMENT, FURNISHED_FLAT"
2020-06-09,4250.00,135,"APARTMENT, FURNISHED_FLAT"
2020-05-11,3950.00,125,"APARTMENT, FURNISHED_FLAT"
2019-07-03,4350.00,150,FURNISHED_FLAT
2018-09-20,4550.00,143,FURNISHED_FLAT
2020-01-20,2590.00,95,"APARTMENT, FLAT"
2020-10-30,1060.00,85,"APARTMENT, FURNISHED_FLAT"
2019-09-21,4715.00,38,FURNISHED_FLAT
2018-01-25,2817.00,75,FURNISHED_FLAT
2021-06-15,2750.00,70,"APARTMENT, FURNISHED_FLAT"
2020-02-07,6717.00,135,"APARTMENT, FURNISHED_FLAT"
2019-06-16,1190.00,65,FURNISHED_FLAT
2021-05-26,4750.00,125,"APARTMENT, FURNISHED_FLAT"
2021-04-25,1060.00,85,"APARTMENT, FURNISHED_FLAT"
2018-04-19,3250.00,105,FURNISHED_FLAT
2020-07-24,5250.00,135,"APARTMENT, FURNISHED_FLAT"
2019-11-14,3550.00,105,FURNISHED_FLAT
2020-12-11,2190.00,125,"APARTMENT, FURNISHED_FLAT"
2021-09-29,3850.00,120,"APARTMENT, FURNISHED_FLAT"
2020-02-03,4095.00,55,"APARTMENT, FURNISHED_FLAT"
2020-11-27,2350.00,70,"APARTMENT, FURNISHED_FLAT"
2019-08-23,1650.00,70,FURNISHED_FLAT
2018-07-05,3950.00,105,FURNISHED_FLAT
2020-08-04,2150.00,105,"APARTMENT, FURNISHED_FLAT"
2019-10-15,4715.00,38,FURNISHED_FLAT
2019-06-19,1650.00,50,FURNISHED_FLAT
2019-04-23,5742.00,135,FURNISHED_FLAT
2019-12-25,4850.00,135,FURNISHED_FLAT
2019-10-26,1085.00,65,FURNISHED_FLAT
2020-04-05,3423.00,110,"APARTMENT, FURNISHED_FLAT"
2019-12-12,2590.00,105,APARTMENT
2020-08-10,3950.00,150,"APARTMENT, FLAT"
2019-02-07,2790.00,90,APARTMENT
2021-10-08,2990.00,85,"APARTMENT, FURNISHED_FLAT"
2021-07-21,1850.00,85,"APARTMENT, FURNISHED_FLAT"
2021-02-21,1750.00,50,"APARTMENT, FURNISHED_FLAT"
2020-03-06,2850.00,75,"APARTMENT, FURNISHED_FLAT"
2019-10-23,1150.00,40,FURNISHED_FLAT
2018-02-08,3142.00,70,FURNISHED_FLAT
2021-11-02,1475.00,75,"APARTMENT, FURNISHED_FLAT"
2019-12-21,3350.00,100,"APARTMENT, FLAT"
2018-05-27,2975.00,125,FURNISHED_FLAT
2020-04-21,5157.00,125,"APARTMENT, FURNISHED_FLAT"
2020-09-25,2150.00,125,"APARTMENT, FURNISHED_FLAT"
2020-06-10,5157.00,115,"APARTMENT, FURNISHED_FLAT"
2019-11-30,4715.00,70,FURNISHED_FLAT
2020-05-02,4250.00,120,"APARTMENT, FURNISHED_FLAT"
2018-06-02,3950.00,150,APARTMENT
2020-09-22,1750.00,50,"APARTMENT, FURNISHED_FLAT"
2020-07-28,1060.00,75,"APARTMENT, FURNISHED_FLAT"
2018-12-12,4250.00,135,FURNISHED_FLAT
2020-02-17,2650.00,,"APARTMENT, DUPLEX, MAISONETTE"
2020-02-21,3250.00,80,"APARTMENT, FURNISHED_FLAT"
2021-05-12,1850.00,70,"APARTMENT, FURNISHED_FLAT"
2020-02-23,1950.00,70,"APARTMENT, FURNISHED_FLAT"
2020-11-03,1060.00,75,"APARTMENT, FURNISHED_FLAT"
2019-01-15,2850.00,105,ROOF_FLAT
2019-10-06,6717.00,105,FURNISHED_FLAT
2018-01-02,2350.00,70,FURNISHED_FLAT
2020-08-17,4290.00,90,"APARTMENT, FURNISHED_FLAT"
2020-04-05,1550.00,38,"APARTMENT, FURNISHED_FLAT"
2021-01-10,2850.00,75,"APARTMENT, FURNISHED_FLAT"
2021-09-26,3950.00,135,"APARTMENT, FURNISHED_FLAT"
2019-07-05,4350.00,158,APARTMENT
2021-01-30,1750.00,50,"APARTMENT, FURNISHED_FLAT"
2020-09-10,4350.00,125,"APARTMENT, FURNISHED_FLAT"
2018-12-08,2450.00,120,FURNISHED_FLAT
2020-10-26,2425.00,75,"APARTMENT, FURNISHED_FLAT"
2021-04-29,2750.00,75,"APARTMENT, FURNISHED_FLAT"
2021-04-10,3802.00,120,"APARTMENT, FURNISHED_FLAT"
2020-04-22,3498.00,115,"APARTMENT, FURNISHED_FLAT"
2020-04-25,3950.00,150,"APARTMENT, FLAT"
2019-11-10,3650.00,150,APARTMENT
2021-01-04,5850.00,195,"APARTMENT, FURNISHED_FLAT"
2019-11-07,5850.00,115,FURNISHED_FLAT
2020-10-26,1950.00,70,"APARTMENT, FURNISHED_FLAT"
2019-07-08,1650.00,70,FURNISHED_FLAT
2018-02-16,6844.00,38,FURNISHED_FLAT
2020-12-29,3250.00,95,"APARTMENT, FURNISHED_FLAT"
2019-12-31,1800.00,70,FURNISHED_FLAT
2020-10-15,1550.00,38,"APARTMENT, FURNISHED_FLAT"
2019-03-28,950.00,70,FURNISHED_FLAT
2020-07-24,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2019-11-20,4950.00,125,FURNISHED_FLAT
2019-10-23,1650.00,65,FURNISHED_FLAT
2020-12-12,2850.00,70,"APARTMENT, FURNISHED_FLAT"
2021-09-30,3857.00,80,"APARTMENT, FURNISHED_FLAT"
2019-09-25,2450.00,70,FURNISHED_FLAT
2019-08-09,2450.00,70,FURNISHED_FLAT
2018-03-15,8365.00,135,FURNISHED_FLAT
2021-03-10,1625.00,40,"APARTMENT, FURNISHED_FLAT"
2019-06-17,2650.00,60,FURNISHED_FLAT
2019-04-01,2350.00,65,FURNISHED_FLAT
2019-04-10,1425.00,70,FURNISHED_FLAT
2021-01-03,2585.00,110,"APARTMENT, FURNISHED_FLAT"
2018-05-11,2350.00,,FURNISHED_FLAT
2019-10-31,3550.00,105,FURNISHED_FLAT
2019-06-21,3950.00,150,APARTMENT
2020-02-19,2850.00,70,"APARTMENT, FURNISHED_FLAT"
2019-01-04,2400.00,70,FURNISHED_FLAT
2021-04-19,2650.00,75,"APARTMENT, FURNISHED_FLAT"
2019-09-24,6283.00,115,FURNISHED_FLAT
2019-02-20,2700.00,70,FURNISHED_FLAT
2020-07-06,2850.00,70,"APARTMENT, FURNISHED_FLAT"
2019-06-01,1600.00,50,FURNISHED_FLAT
2020-06-09,2850.00,70,"APARTMENT, FURNISHED_FLAT"
2018-02-14,2350.00,70,FURNISHED_FLAT
2019-08-09,1650.00,70,FURNISHED_FLAT
2020-12-03,1060.00,70,"APARTMENT, FURNISHED_FLAT"
2020-01-03,1525.00,80,"APARTMENT, FURNISHED_FLAT"
2020-08-26,3498.00,125,"APARTMENT, FURNISHED_FLAT"
2020-09-18,1060.00,95,"APARTMENT, FURNISHED_FLAT"
2020-05-05,3423.00,90,"APARTMENT, FURNISHED_FLAT"
2018-08-15,1650.00,135,FURNISHED_FLAT
2020-07-06,1060.00,90,"APARTMENT, FURNISHED_FLAT"
2018-08-31,2850.00,70,FURNISHED_FLAT
2021-01-10,2190.00,110,"APARTMENT, FURNISHED_FLAT"
2021-04-28,3402.00,75,"APARTMENT, FURNISHED_FLAT"
2019-03-24,3600.00,100,FURNISHED_FLAT
2020-05-14,1975.00,90,"APARTMENT, FURNISHED_FLAT"
2020-08-13,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2021-01-14,3498.00,90,"APARTMENT, FURNISHED_FLAT"
2020-10-10,1950.00,125,"APARTMENT, FURNISHED_FLAT"
2018-04-12,3358.00,70,FURNISHED_FLAT
2018-01-06,2150.00,75,FURNISHED_FLAT
2020-09-02,3498.00,70,"APARTMENT, FURNISHED_FLAT"
2019-08-27,3950.00,150,APARTMENT
2020-01-14,4550.00,125,"APARTMENT, FURNISHED_FLAT"
2020-11-09,4290.00,110,"APARTMENT, FURNISHED_FLAT"
2020-07-11,4290.00,90,"APARTMENT, FURNISHED_FLAT"
2020-09-30,4290.00,75,"APARTMENT, FURNISHED_FLAT"
2021-09-13,,70,"APARTMENT, FURNISHED_FLAT"
2018-11-02,1150.00,135,FURNISHED_FLAT
2019-01-10,2500.00,70,FURNISHED_FLAT
2019-12-05,2950.00,115,FURNISHED_FLAT
2020-08-07,1850.00,55,"APARTMENT, FURNISHED_FLAT"
2020-03-10,1500.00,38,"APARTMENT, FURNISHED_FLAT"
2019-10-15,3950.00,150,APARTMENT
2020-11-29,3250.00,70,"APARTMENT, FURNISHED_FLAT"
2019-02-25,2790.00,95,APARTMENT
2021-04-23,2550.00,70,"APARTMENT, FURNISHED_FLAT"
2021-05-20,2150.00,75,"APARTMENT, FURNISHED_FLAT"
2019-12-12,1300.00,75,FURNISHED_FLAT
2021-08-19,3857.00,80,"APARTMENT, FURNISHED_FLAT"
2020-08-12,1850.00,50,"APARTMENT, FURNISHED_FLAT"
2019-06-05,2450.00,65,FURNISHED_FLAT
2019-10-22,2350.00,70,FURNISHED_FLAT
2020-07-03,3950.00,105,"APARTMENT, FURNISHED_FLAT"
2021-06-15,3950.00,125,"APARTMENT, FURNISHED_FLAT"
2020-12-17,5850.00,195,"APARTMENT, FURNISHED_FLAT"
2019-02-20,5000.00,135,FURNISHED_FLAT
2020-01-10,3850.00,150,"APARTMENT, FLAT"
2021-01-29,1950.00,120,"APARTMENT, FURNISHED_FLAT"
2019-09-11,1675.00,45,FURNISHED_FLAT
2020-08-26,2325.00,70,"APARTMENT, FURNISHED_FLAT"
2019-03-22,3600.00,125,FURNISHED_FLAT
2021-07-17,1060.00,105,"APARTMENT, FURNISHED_FLAT"
2020-08-10,1625.00,38,"APARTMENT, FURNISHED_FLAT"
2020-12-31,2150.00,110,"APARTMENT, FURNISHED_FLAT"
2020-09-23,1750.00,50,"APARTMENT, FURNISHED_FLAT"
2018-07-31,1850.00,105,FURNISHED_FLAT
2019-08-25,1650.00,45,APARTMENT
2020-10-10,4350.00,125,"APARTMENT, FURNISHED_FLAT"
2021-05-27,1800.00,55,"APARTMENT, FURNISHED_FLAT"
2020-03-12,2595.00,75,"APARTMENT, FURNISHED_FLAT"
2020-08-18,3750.00,125,"APARTMENT, FURNISHED_FLAT"
2018-05-09,2850.00,,OFFICE
2020-08-03,1550.00,40,"APARTMENT, FURNISHED_FLAT"
