DATE,PRICE,SPACE,CATEGORIES
2020-07-23,125.00,,UNDERGROUND_SLOT
2021-01-21,215.00,16,OFFICE
2020-05-27,765.00,44,OFFICE
2021-01-28,125.00,,UNDERGROUND_SLOT
2021-01-19,680.00,40,"APARTMENT, FLAT"
2021-04-07,1300.00,82,"APARTMENT, FLAT"
2021-11-08,1100.00,130,"RETAIL, COMMERCIAL"
2021-04-07,1100.00,70,"APARTMENT, FLAT"
2020-05-27,215.00,16,OFFICE
2020-10-12,1300.00,40,"APARTMENT, FURNISHED_FLAT"
2020-09-21,1530.00,80,"APARTMENT, TERRACE_FLAT"
2020-04-30,4700.00,220,"APARTMENT, DUPLEX, MAISONETTE"
2018-08-14,1250.00,65,ROOF_FLAT
2018-11-16,775.00,76,APARTMENT
2020-07-20,1315.00,70,"APARTMENT, FLAT"
2021-08-12,1580.00,90,"APARTMENT, FLAT"
2020-11-06,1000.00,120,"APARTMENT, FLAT"
2020-11-06,1100.00,130,"APARTMENT, FLAT"
2020-11-06,950.00,110,"APARTMENT, FLAT"
2020-11-06,1000.00,140,"APARTMENT, FLAT"
2020-11-06,1000.00,110,"APARTMENT, FLAT"
2020-11-06,800.00,71,"APARTMENT, FLAT"
2020-11-06,1100.00,130,"APARTMENT, FLAT"
2019-07-12,,,OFFICE
2019-01-11,12400.00,,OFFICE
2019-06-05,,,OPEN_SLOT
2020-09-02,120.00,,OPEN_SLOT
2019-08-19,3388.00,,COMMERCIAL
2020-10-28,150.00,,OPEN_SLOT
2019-08-14,3388.00,,OFFICE
2019-07-12,,,OPEN_SLOT
2020-08-20,,,OFFICE
2020-02-14,1895.00,,"APARTMENT, FLAT"
2021-04-19,2955.00,,"APARTMENT, FLAT"
2021-03-19,1660.00,,"APARTMENT, FLAT"
2019-11-25,1790.00,,APARTMENT
2021-04-30,2429.00,,"APARTMENT, FLAT"
2021-04-07,5975.00,,"APARTMENT, FLAT"
2021-12-20,1919.00,,"APARTMENT, FLAT"
2020-11-13,1740.00,,"APARTMENT, FLAT"
2020-10-27,2395.00,,"APARTMENT, FLAT"
2019-11-25,2700.00,,APARTMENT
2021-10-14,2435.00,,"APARTMENT, FLAT"
2021-10-04,,,OFFICE
2019-11-26,1790.00,,APARTMENT
2019-11-29,1790.00,,"APARTMENT, FLAT"
2019-11-29,2700.00,,APARTMENT
2021-05-18,1720.00,,"APARTMENT, FLAT"
2021-02-06,2530.00,,"APARTMENT, FLAT"
2020-01-14,2230.00,,"APARTMENT, FLAT"
2021-10-04,,,OFFICE
2021-02-04,2055.00,,"APARTMENT, FLAT"
2021-05-18,2414.00,,"APARTMENT, FLAT"
2021-01-25,2868.00,,"APARTMENT, FLAT"
2021-10-22,2065.00,,"APARTMENT, FLAT"
2020-03-05,2450.00,,"APARTMENT, FLAT"
2021-01-21,2425.00,,"APARTMENT, FLAT"
2021-01-20,1790.00,,"APARTMENT, FLAT"
2021-02-12,1445.00,,"APARTMENT, FLAT"
2021-10-12,1760.00,,"APARTMENT, FLAT"
2020-11-11,1895.00,,"APARTMENT, FLAT"
2020-09-25,2230.00,,"APARTMENT, FLAT"
2021-09-01,2415.00,,"APARTMENT, FLAT"
2021-10-19,1565.00,,"APARTMENT, FLAT"
2021-10-19,,,OFFICE
2021-02-16,2452.00,,"APARTMENT, FLAT"
2020-09-25,1715.00,,"APARTMENT, FLAT"
2020-10-27,2000.00,,"APARTMENT, FLAT"
2021-10-19,2106.00,,"APARTMENT, FLAT"
2021-02-12,1825.00,,"APARTMENT, FLAT"
2020-02-06,2340.00,,"APARTMENT, FLAT"
2019-12-09,,,OFFICE
2021-10-04,1919.00,,"APARTMENT, FLAT"
2021-10-04,150.00,,OPEN_SLOT
2020-01-14,1810.00,,"APARTMENT, FLAT"
2019-12-05,1720.00,,APARTMENT
2020-11-03,1960.00,,"APARTMENT, FLAT"
2019-12-09,,,OFFICE
2020-03-27,2495.00,,"APARTMENT, FLAT"
2021-10-28,2330.00,,"APARTMENT, FLAT"
2020-07-10,2590.00,,"APARTMENT, FLAT"
2021-01-20,1790.00,,"APARTMENT, FLAT"
2020-07-20,2237.00,,"APARTMENT, FLAT"
2020-07-03,2295.00,,"APARTMENT, FLAT"
2021-08-31,1325.00,,"APARTMENT, FLAT"
2021-03-26,2874.00,,"APARTMENT, FLAT"
2021-05-12,2305.00,,"APARTMENT, FLAT"
2021-04-21,2429.00,,"APARTMENT, FLAT"
2021-10-08,2380.00,,"APARTMENT, FLAT"
2021-03-22,2405.00,,"APARTMENT, FLAT"
2021-01-27,2230.00,,"APARTMENT, FLAT"
2021-05-04,2615.00,,"APARTMENT, FLAT"
2020-04-17,2635.00,,"APARTMENT, FLAT"
2021-08-03,1919.00,,"APARTMENT, FLAT"
2021-10-08,1840.00,,"APARTMENT, FLAT"
2020-04-24,1790.00,,"APARTMENT, FLAT"
2018-10-01,2180.00,93,APARTMENT
2020-08-18,970.00,60,"APARTMENT, FLAT"
2021-05-11,,110,"APARTMENT, FLAT"
2019-09-02,,,WORKSHOP
2020-12-17,,53,"APARTMENT, FURNISHED_FLAT"
2019-02-20,1097.00,,APARTMENT
2018-09-18,1450.00,70,ROOF_FLAT
2019-03-01,1320.00,70,ROOF_FLAT
2020-12-17,,65,"APARTMENT, FURNISHED_FLAT"
2019-01-23,1450.00,70,ROOF_FLAT
2020-01-09,18842.00,,"RETAIL, WAREHOUSE"
2019-04-16,18200.00,,ADVERTISING_AREA
2019-08-13,1390.00,72,APARTMENT
2020-10-15,1370.00,72,"APARTMENT, FLAT"
2021-06-02,2600.00,103,"APARTMENT, ROOF_FLAT"
2021-04-14,965.00,45,"APARTMENT, FLAT"
2021-10-20,320.00,20,OFFICE
2019-02-05,1373.00,77,APARTMENT
2020-10-26,1440.00,81,"APARTMENT, FLAT"
2018-06-07,1310.00,57,APARTMENT
2019-08-21,1380.00,79,APARTMENT
2020-02-13,1180.00,60,"APARTMENT, FLAT"
2020-11-06,1310.00,58,"APARTMENT, FLAT"
2020-01-10,1290.00,72,"APARTMENT, FLAT"
2019-10-16,1470.00,81,APARTMENT
2020-08-28,1370.00,72,"APARTMENT, FLAT"
2019-10-07,1380.00,79,APARTMENT
2019-08-14,2720.00,127,APARTMENT
2018-03-01,3320.00,136,DUPLEX
2020-04-08,6580.00,,OFFICE
2021-03-23,2640.00,110,"APARTMENT, FLAT"
2018-06-13,705.00,44,APARTMENT
2018-02-28,1320.00,66,APARTMENT
2021-05-04,840.00,36,"APARTMENT, FLAT"
2021-07-20,1300.00,57,"APARTMENT, FLAT"
2018-04-05,1050.00,55,ROOF_FLAT
2021-03-23,2480.00,95,"APARTMENT, FLAT"
2020-01-30,1180.00,60,"APARTMENT, FLAT"
2018-01-17,1330.00,60,ROOF_FLAT
2018-01-31,850.00,36,APARTMENT
2021-03-09,1760.00,75,"APARTMENT, FLAT"
2018-10-23,1510.00,77,ROOF_FLAT
2019-11-01,1620.00,73,APARTMENT
2018-08-07,2600.00,151,LOFT
2021-10-06,2060.00,130,"APARTMENT, FLAT"
2020-04-08,970.00,62,"APARTMENT, STUDIO"
2021-09-14,3130.00,136,"APARTMENT, ROOF_FLAT"
2019-03-06,2050.00,105,APARTMENT
2018-10-31,2600.00,103,ROOF_FLAT
2020-05-29,1950.00,78,"APARTMENT, FLAT"
2020-08-12,1580.00,57,"APARTMENT, FLAT"
2019-06-12,1440.00,81,APARTMENT
2018-01-24,1690.00,80,APARTMENT
2019-09-05,1080.00,58,APARTMENT
2019-03-06,1340.00,70,APARTMENT
2019-06-03,1480.00,106,APARTMENT
2019-11-12,1320.00,57,APARTMENT
2021-01-28,2720.00,108,"APARTMENT, FLAT"
2018-10-23,2240.00,151,LOFT
2021-01-13,1230.00,73,"APARTMENT, FLAT"
2019-10-07,1390.00,72,APARTMENT
2020-11-12,2700.00,127,"APARTMENT, FLAT"
2020-10-20,1120.00,79,"APARTMENT, FLAT"
2020-01-30,1320.00,79,"APARTMENT, FLAT"
2021-10-19,1500.00,71,"APARTMENT, FLAT"
2018-08-22,850.00,47,APARTMENT
2020-08-06,1400.00,76,"APARTMENT, FLAT"
2019-11-22,1450.00,80,ROOF_FLAT
2021-07-04,,144,"APARTMENT, ROOF_FLAT"
2020-08-28,,70,"APARTMENT, FLAT"
2021-03-29,1900.00,96,"APARTMENT, ROOF_FLAT"
2019-12-24,,70,APARTMENT
2021-04-29,1750.00,96,"APARTMENT, ROOF_FLAT"
2021-02-23,1900.00,96,"APARTMENT, ROOF_FLAT"
2018-02-26,2309.00,121,APARTMENT
2019-04-09,3750.00,115,APARTMENT
2019-05-03,3900.00,200,SINGLE_HOUSE
2018-09-20,2150.00,,SHOP
2018-02-28,,76,APARTMENT
2018-05-23,2150.00,,SHOP
2019-02-27,3400.00,115,APARTMENT
2021-02-04,1200.00,43,OFFICE
2019-01-03,1830.00,90,APARTMENT
2019-04-05,1250.00,,STUDIO
2020-11-23,2750.00,83,"APARTMENT, ATTIC_FLAT"
2018-11-28,1830.00,90,APARTMENT
2019-01-07,1830.00,90,APARTMENT
2020-11-24,1450.00,45,"APARTMENT, FLAT"
2019-02-21,1865.00,118,APARTMENT
2019-11-21,180.00,,UNDERGROUND_SLOT
2020-11-10,2450.00,122,"APARTMENT, ROOF_FLAT"
2018-07-23,1380.00,90,ROOF_FLAT
2020-10-16,2500.00,150,"APARTMENT, DUPLEX"
2018-07-24,1380.00,55,APARTMENT
2018-09-04,1630.00,78,APARTMENT
2021-07-06,,78,"APARTMENT, FLAT"
2018-11-06,1590.00,78,APARTMENT
2019-08-20,1410.00,74,LOFT
2020-10-30,1845.00,78,"APARTMENT, FLAT"
2019-12-02,1590.00,78,APARTMENT
2021-10-30,,146,"APARTMENT, DUPLEX"
2018-01-04,1410.00,74,ROOF_FLAT
2021-06-11,910.00,35,"APARTMENT, FLAT"
2019-10-29,2820.00,163,APARTMENT
2020-03-11,2090.00,112,"APARTMENT, FLAT"
2019-07-05,170.00,,UNDERGROUND_SLOT
2020-08-14,2600.00,157,"APARTMENT, LOFT"
2018-03-07,160.00,,UNDERGROUND_SLOT
2018-07-18,475.00,,STORAGE_ROOM
2018-11-09,880.00,35,APARTMENT
2019-02-07,160.00,,UNDERGROUND_SLOT
2021-01-13,1490.00,84,"APARTMENT, FLAT"
2021-09-21,890.00,35,"APARTMENT, FLAT"
2021-12-31,170.00,,UNDERGROUND_SLOT
2019-02-07,2660.00,163,APARTMENT
2021-02-27,2700.00,147,"APARTMENT, FLAT"
2020-10-21,2600.00,157,"APARTMENT, LOFT"
2018-04-19,1280.00,67,APARTMENT
2018-06-19,2670.00,,SHOP
2018-10-03,1520.00,84,APARTMENT
2018-03-29,1520.00,83,APARTMENT
2018-12-01,,,UNDERGROUND_SLOT
2020-09-23,4000.00,210,"APARTMENT, DUPLEX, MAISONETTE"
2018-09-06,1400.00,50,APARTMENT
2018-01-05,1310.00,67,APARTMENT
2019-08-20,1320.00,67,APARTMENT
2021-08-12,,57,"APARTMENT, ROOF_FLAT"
2020-09-01,1360.00,77,"APARTMENT, FLAT"
2019-09-03,2000.00,105,"APARTMENT, FLAT"
2021-11-04,,137,"APARTMENT, ROOF_FLAT"
2019-08-07,1140.00,50,APARTMENT
2019-08-27,1050.00,56,APARTMENT
2021-10-05,930.00,40,"APARTMENT, FLAT"
2019-08-13,1390.00,70,APARTMENT
2019-12-04,1350.00,65,"APARTMENT, FLAT"
2021-05-04,1780.00,87,"APARTMENT, FLAT"
2021-11-04,,58,"APARTMENT, FLAT"
2021-11-11,,77,"APARTMENT, ROOF_FLAT"
2021-08-20,,137,"APARTMENT, ROOF_FLAT"
2019-10-24,870.00,58,APARTMENT
2019-03-07,1140.00,50,APARTMENT
2020-02-11,2200.00,102,"APARTMENT, ROOF_FLAT"
2021-03-08,1355.00,77,"APARTMENT, FLAT"
2019-03-01,750.00,32,APARTMENT
2021-10-05,,60,"APARTMENT, ROOF_FLAT"
2018-10-24,1190.00,23,APARTMENT
2018-10-19,1400.00,23,FURNISHED_FLAT
2018-05-07,1630.00,69,APARTMENT
2019-02-26,1750.00,74,APARTMENT
2018-04-10,2700.00,87,APARTMENT
2018-02-09,1390.00,49,APARTMENT
2019-06-03,1990.00,110,DUPLEX
2021-03-16,1640.00,59,"APARTMENT, FLAT"
2018-02-07,1590.00,59,APARTMENT
2021-04-12,1590.00,59,"APARTMENT, FLAT"
2019-05-06,1990.00,110,DUPLEX
2018-03-06,1590.00,59,APARTMENT
2021-03-27,1440.00,49,"APARTMENT, FLAT"
2021-03-24,1590.00,59,"APARTMENT, FLAT"
2018-03-21,1500.00,59,APARTMENT
2019-09-27,3600.00,151,ROOF_FLAT
2019-10-24,1285.00,,APARTMENT
2019-05-09,1150.00,55,APARTMENT
2019-02-05,1225.00,55,APARTMENT
2019-08-14,1040.00,55,APARTMENT
2018-07-02,1430.00,79,APARTMENT
2018-03-06,880.00,50,APARTMENT
2021-06-18,,120,"APARTMENT, FLAT"
2021-02-25,1840.00,,"APARTMENT, FLAT"
2020-02-03,1290.00,65,"APARTMENT, FLAT"
2021-08-17,1000.00,,"APARTMENT, FLAT"
2021-11-17,1200.00,,"APARTMENT, FLAT"
2021-03-31,1400.00,,"APARTMENT, FLAT"
2021-05-04,1440.00,65,"APARTMENT, FLAT"
2020-08-06,1150.00,62,"APARTMENT, FLAT"
2019-08-02,1150.00,62,APARTMENT
2021-07-27,,110,"APARTMENT, ROOF_FLAT"
2021-08-26,,73,"APARTMENT, FLAT"
2019-10-25,1420.00,70,APARTMENT
2018-03-22,991.00,60,APARTMENT
2020-10-21,1170.00,50,"APARTMENT, FLAT"
2020-02-21,1170.00,60,"APARTMENT, FLAT"
2019-11-21,1725.00,70,ROOF_FLAT
2018-03-01,1900.00,69,APARTMENT
2019-07-16,2600.00,120,DUPLEX
2020-02-17,2600.00,120,"APARTMENT, DUPLEX, MAISONETTE"
2018-02-15,1000.00,,SHOP
2021-11-02,1200.00,54,"APARTMENT, FLAT"
2021-07-21,9533.00,440,OFFICE
2019-04-08,1290.00,52,APARTMENT
2020-03-16,1335.00,79,"APARTMENT, FLAT"
2018-07-03,3500.00,,OFFICE
2021-07-15,,100,"APARTMENT, ROOF_FLAT"
2021-04-19,,100,"APARTMENT, FLAT"
2021-08-19,,100,"APARTMENT, ROOF_FLAT"
2018-05-12,2600.00,100,DUPLEX
2019-08-07,2350.00,124,DUPLEX
2018-01-19,,,OFFICE
2018-04-12,2600.00,100,DUPLEX
2018-08-10,2300.00,,SHOP
2018-07-14,2650.00,78,FURNISHED_FLAT
2018-01-07,,,SHOP
2018-03-13,2600.00,100,DUPLEX
2019-08-07,2600.00,114,APARTMENT
2019-08-07,1695.00,71,APARTMENT
2018-03-15,3000.00,70,FURNISHED_FLAT
2019-08-07,3000.00,70,FURNISHED_FLAT
2018-03-02,2850.00,180,DUPLEX
2018-08-25,3200.00,120,ATTIC_FLAT
2018-02-11,2435.00,104,APARTMENT
2019-08-07,1390.00,72,ROOF_FLAT
2019-08-07,1300.00,,PRACTICE
2018-01-03,,,OFFICE
2021-09-30,1140.00,33,"APARTMENT, FLAT"
2020-01-31,1170.00,33,"APARTMENT, FLAT"
2021-07-20,,33,"APARTMENT, FLAT"
2020-10-01,1380.00,55,"APARTMENT, FLAT"
2021-10-15,990.00,33,"APARTMENT, FLAT"
2020-08-11,1380.00,55,"APARTMENT, FLAT"
2018-09-12,1240.00,60,APARTMENT
2021-10-22,2230.00,107,"APARTMENT, FLAT"
2021-10-22,1950.00,81,"APARTMENT, ATTIC_FLAT"
2021-10-22,1275.00,53,"APARTMENT, FLAT"
2020-05-15,1250.00,40,"APARTMENT, ROOF_FLAT"
2020-06-12,2450.00,100,"APARTMENT, FLAT"
2019-02-07,1250.00,40,ROOF_FLAT
2018-02-22,1450.00,60,ROOF_FLAT
2021-07-21,2900.00,130,"APARTMENT, DUPLEX"
2021-03-26,2750.00,102,"APARTMENT, FLAT"
2021-03-25,3700.00,145,"APARTMENT, ATTIC_FLAT"
2021-08-17,2900.00,130,"APARTMENT, DUPLEX"
2019-09-06,3600.00,144,DUPLEX
2019-09-30,1400.00,65,APARTMENT
2021-10-07,1480.00,90,"APARTMENT, FLAT"
2018-11-02,1450.00,,OFFICE
2021-07-17,,105,"APARTMENT, FLAT"
2018-07-17,1400.00,65,APARTMENT
2021-09-19,1590.00,70,"APARTMENT, FLAT"
2019-10-31,1220.00,65,APARTMENT
2020-07-29,1200.00,65,"APARTMENT, FLAT"
2020-06-22,1250.00,76,"APARTMENT, FLAT"
2021-01-22,1300.00,65,"APARTMENT, FLAT"
2018-08-08,720.00,45,APARTMENT
2021-08-06,1600.00,78,"APARTMENT, FLAT"
2021-10-25,1550.00,70,"APARTMENT, FLAT"
2018-11-02,1200.00,65,APARTMENT
2018-07-17,1480.00,90,APARTMENT
2020-06-18,960.00,42,"APARTMENT, FLAT"
2021-01-17,850.00,145,"APARTMENT, FLAT"
2021-01-17,600.00,75,"APARTMENT, FLAT"
2021-01-17,600.00,75,"APARTMENT, FLAT"
2021-01-17,900.00,145,"APARTMENT, FLAT"
2021-01-17,900.00,145,"APARTMENT, FLAT"
2021-01-17,800.00,115,"APARTMENT, FLAT"
2021-01-17,800.00,115,"APARTMENT, FLAT"
2021-01-17,880.00,145,"APARTMENT, FLAT"
2021-01-17,800.00,115,"APARTMENT, FLAT"
2021-01-17,400.00,45,"APARTMENT, FLAT"
2021-01-17,600.00,115,"APARTMENT, FLAT"
2021-01-17,700.00,75,"APARTMENT, FLAT"
2019-08-07,1400.00,73,APARTMENT
2020-09-15,5450.00,214,"APARTMENT, FLAT"
2018-08-24,2300.00,100,DUPLEX
2018-11-05,1340.00,68,APARTMENT
2018-06-11,1375.00,68,APARTMENT
2018-08-08,1360.00,68,APARTMENT
2018-06-14,2310.00,100,DUPLEX
2021-06-23,760.00,30,"APARTMENT, FLAT"
2021-11-01,2600.00,125,"APARTMENT, ROOF_FLAT"
2021-11-24,,125,"APARTMENT, ROOF_FLAT"
2018-09-12,,45,FURNISHED_FLAT
2020-06-03,2375.00,85,"APARTMENT, FURNISHED_FLAT"
2018-11-26,2375.00,59,"APARTMENT, FURNISHED_FLAT"
2020-06-23,1438.00,50,"APARTMENT, FURNISHED_FLAT"
2021-01-29,1390.00,23,"APARTMENT, FURNISHED_FLAT"
2018-05-10,,16,FURNISHED_FLAT
2018-06-19,,90,FURNISHED_FLAT
2018-08-27,,73,FURNISHED_FLAT
2018-05-29,,15,FURNISHED_FLAT
2021-01-28,2394.00,65,"APARTMENT, FURNISHED_FLAT"
2019-03-14,,,FURNISHED_FLAT
2018-02-09,,11,FURNISHED_FLAT
2019-12-20,,110,"APARTMENT, FURNISHED_FLAT"
2020-03-02,1469.00,55,"APARTMENT, FURNISHED_FLAT"
2020-02-05,,85,"APARTMENT, FURNISHED_FLAT"
2019-01-21,,60,FURNISHED_FLAT
2018-05-12,,70,FURNISHED_FLAT
2018-05-17,,60,FURNISHED_FLAT
2021-07-08,1125.00,37,"APARTMENT, FURNISHED_FLAT"
2018-04-11,,50,FURNISHED_FLAT
2019-01-12,,66,FURNISHED_FLAT
2020-06-17,1980.00,61,"APARTMENT, FURNISHED_FLAT"
2019-06-13,,11,FURNISHED_FLAT
2020-02-20,2190.00,65,"APARTMENT, FURNISHED_FLAT"
2019-11-15,,35,"APARTMENT, FURNISHED_FLAT"
2019-02-25,,90,FURNISHED_FLAT
2019-05-11,,77,FURNISHED_FLAT
2020-06-17,2822.00,71,"APARTMENT, FURNISHED_FLAT"
2019-01-04,,120,FURNISHED_FLAT
2018-02-06,,23,FURNISHED_FLAT
2019-02-07,,,FURNISHED_FLAT
2021-03-09,1832.00,85,"APARTMENT, FURNISHED_FLAT"
2020-06-17,1625.00,76,"APARTMENT, FURNISHED_FLAT"
2021-02-26,988.00,30,"APARTMENT, FURNISHED_FLAT"
2018-02-26,,65,FURNISHED_FLAT
2019-02-20,,20,FURNISHED_FLAT
2018-12-04,,23,FURNISHED_FLAT
2019-04-09,,16,FURNISHED_FLAT
2021-05-25,1875.00,77,"APARTMENT, FURNISHED_FLAT"
2019-07-30,,73,FURNISHED_FLAT
2018-06-01,,70,FURNISHED_FLAT
2020-08-27,2588.00,83,"APARTMENT, FURNISHED_FLAT"
2018-11-16,,35,FURNISHED_FLAT
2018-04-23,,40,FURNISHED_FLAT
2019-09-23,,35,FURNISHED_FLAT
2018-02-02,,88,FURNISHED_FLAT
2018-01-29,,80,FURNISHED_FLAT
2018-12-17,,99,FURNISHED_FLAT
2020-09-08,2160.00,68,"APARTMENT, FURNISHED_FLAT"
2021-09-03,1013.00,30,"APARTMENT, FURNISHED_FLAT"
2019-11-11,,65,"APARTMENT, FURNISHED_FLAT"
2018-06-26,,100,FURNISHED_FLAT
2020-03-02,,80,"APARTMENT, FURNISHED_FLAT"
2019-05-21,,110,FURNISHED_FLAT
2018-11-23,,15,FURNISHED_FLAT
2018-06-19,,57,FURNISHED_FLAT
2018-10-05,,75,FURNISHED_FLAT
2018-05-01,,60,FURNISHED_FLAT
2019-01-07,,125,FURNISHED_FLAT
2019-01-03,,27,FURNISHED_FLAT
2019-01-29,,60,FURNISHED_FLAT
2018-11-07,,11,FURNISHED_FLAT
2021-04-09,1440.00,85,"APARTMENT, FURNISHED_FLAT"
2021-08-27,1188.00,37,"APARTMENT, FURNISHED_FLAT"
2018-01-08,,48,FURNISHED_FLAT
2018-02-01,,68,FURNISHED_FLAT
2018-02-28,,85,FURNISHED_FLAT
2018-02-12,,68,FURNISHED_FLAT
2019-06-06,,,FURNISHED_FLAT
2020-01-16,,110,"APARTMENT, FURNISHED_FLAT"
2018-02-08,,65,FURNISHED_FLAT
2019-09-04,,58,FURNISHED_FLAT
2020-04-22,,,"APARTMENT, FURNISHED_FLAT"
2019-08-10,,68,FURNISHED_FLAT
2018-01-06,,55,FURNISHED_FLAT
2020-02-07,,61,"APARTMENT, FURNISHED_FLAT"
2019-03-12,,42,FURNISHED_FLAT
2018-01-08,,65,FURNISHED_FLAT
2019-06-16,,65,FURNISHED_FLAT
2018-03-12,,70,FURNISHED_FLAT
2019-02-28,,55,FURNISHED_FLAT
2019-09-13,,30,FURNISHED_FLAT
2021-02-15,2500.00,80,"APARTMENT, FURNISHED_FLAT"
2018-02-12,,70,FURNISHED_FLAT
2018-03-05,,72,FURNISHED_FLAT
2018-08-16,,67,FURNISHED_FLAT
2019-12-10,,90,"APARTMENT, FURNISHED_FLAT"
2019-10-18,,73,FURNISHED_FLAT
2019-01-03,,106,FURNISHED_FLAT
2020-12-23,988.00,30,"APARTMENT, FURNISHED_FLAT"
2018-06-11,,70,FURNISHED_FLAT
2021-06-15,885.00,57,"APARTMENT, FLAT"
2019-06-07,2300.00,113,LOFT
2018-10-01,2650.00,113,LOFT
2019-05-28,,100,APARTMENT
2021-09-28,1350.00,,"SHOP, ATELIER"
2021-12-06,4800.00,141,"APARTMENT, FLAT"
2018-06-28,,326,SINGLE_HOUSE
2021-10-28,4300.00,133,"APARTMENT, FLAT"
2020-01-31,,49,"APARTMENT, FURNISHED_FLAT"
2020-03-23,1650.00,50,"APARTMENT, FURNISHED_FLAT"
2019-10-01,1470.00,42,FURNISHED_FLAT
2020-02-20,1900.00,50,"APARTMENT, FURNISHED_FLAT"
2021-05-06,1650.00,50,"APARTMENT, FURNISHED_FLAT"
2019-09-01,2900.00,108,APARTMENT
2020-07-20,2980.00,100,"APARTMENT, FURNISHED_FLAT"
2018-09-02,1290.00,29,FURNISHED_FLAT
2018-02-01,1470.00,42,FURNISHED_FLAT
2020-07-20,1550.00,53,"APARTMENT, FURNISHED_FLAT"
2020-07-20,1900.00,53,"APARTMENT, FURNISHED_FLAT"
2021-01-28,1550.00,53,"APARTMENT, FURNISHED_FLAT"
2019-10-01,1580.00,53,FURNISHED_FLAT
2018-12-06,1370.00,32,FURNISHED_FLAT
2019-01-12,2290.00,68,FURNISHED_FLAT
2019-09-02,3450.00,,FURNISHED_FLAT
2020-07-18,2980.00,100,"APARTMENT, FURNISHED_FLAT"
2020-01-17,170.00,,UNDERGROUND_SLOT
2020-01-31,,108,"APARTMENT, FLAT"
2020-07-20,2150.00,75,"APARTMENT, FURNISHED_FLAT"
2021-01-28,1550.00,53,"APARTMENT, FURNISHED_FLAT"
2020-02-26,1780.00,53,"APARTMENT, FURNISHED_FLAT"
2019-03-07,,140,FURNISHED_FLAT
2020-09-22,2010.00,71,"APARTMENT, FURNISHED_FLAT"
2020-07-20,,49,"APARTMENT, FURNISHED_FLAT"
2019-06-12,1480.00,42,FURNISHED_FLAT
2020-12-29,1360.00,42,"APARTMENT, FURNISHED_FLAT"
2019-07-24,1780.00,53,FURNISHED_FLAT
2020-02-11,1480.00,42,"APARTMENT, FURNISHED_FLAT"
2020-02-11,170.00,,UNDERGROUND_SLOT
2020-02-09,2350.00,108,"APARTMENT, FURNISHED_FLAT"
2018-09-02,2590.00,68,FURNISHED_FLAT
2018-12-06,1680.00,45,FURNISHED_FLAT
2021-04-12,2150.00,75,"APARTMENT, FURNISHED_FLAT"
2019-09-01,1780.00,53,FURNISHED_FLAT
2021-01-29,2150.00,75,"APARTMENT, FURNISHED_FLAT"
2021-10-04,2650.00,108,"APARTMENT, FLAT"
2021-05-04,1900.00,53,"APARTMENT, FURNISHED_FLAT"
2018-07-17,1290.00,29,FURNISHED_FLAT
2018-06-01,1650.00,39,FURNISHED_FLAT
2018-11-23,3490.00,150,ROW_HOUSE
2021-09-03,2980.00,100,"APARTMENT, FURNISHED_FLAT"
2021-05-06,1600.00,50,"APARTMENT, FURNISHED_FLAT"
2019-08-23,185.00,,UNDERGROUND_SLOT
2020-05-04,1550.00,53,"APARTMENT, FURNISHED_FLAT"
2020-06-09,2150.00,75,"APARTMENT, FURNISHED_FLAT"
2019-01-28,160.00,,UNDERGROUND_SLOT
2021-05-06,1600.00,50,"APARTMENT, FURNISHED_FLAT"
2020-11-12,3500.00,175,"HOUSE, SINGLE_HOUSE"
2021-02-18,3515.00,150,"HOUSE, ROW_HOUSE"
2018-04-19,1290.00,29,FURNISHED_FLAT
2021-01-28,1360.00,42,"APARTMENT, FURNISHED_FLAT"
2021-04-12,1580.00,53,"APARTMENT, FURNISHED_FLAT"
2021-01-28,,49,"APARTMENT, FURNISHED_FLAT"
2020-12-29,160.00,,UNDERGROUND_SLOT
2020-05-04,1350.00,42,"APARTMENT, FURNISHED_FLAT"
2019-12-10,1480.00,42,FURNISHED_FLAT
2020-07-20,1350.00,42,"APARTMENT, FURNISHED_FLAT"
2020-07-20,1650.00,50,"APARTMENT, FURNISHED_FLAT"
2018-09-02,1480.00,38,FURNISHED_FLAT
2020-09-23,2140.00,68,"APARTMENT, FURNISHED_FLAT"
2018-09-02,1770.00,53,FURNISHED_FLAT
2020-10-04,1350.00,42,"APARTMENT, FURNISHED_FLAT"
2018-01-23,8356.00,,SHOP
2019-06-24,193.00,,STORAGE_ROOM
2019-06-24,800.00,44,APARTMENT
2018-10-22,2305.00,,OFFICE
2019-02-27,1930.00,103,APARTMENT
2018-03-16,990.00,51,APARTMENT
2018-01-09,3759.00,,SHOP
2019-04-04,300.00,,STORAGE_ROOM
2018-04-12,1480.00,1,APARTMENT
2019-03-18,2200.00,57,FURNISHED_FLAT
2020-01-06,2100.00,57,"APARTMENT, FURNISHED_FLAT"
2021-08-16,1750.00,85,"APARTMENT, FLAT"
2018-11-12,1900.00,85,APARTMENT
2019-11-15,1650.00,83,APARTMENT
2020-01-27,1750.00,85,"APARTMENT, FLAT"
2019-10-04,1900.00,85,APARTMENT
2018-08-06,2427.00,,OFFICE
2019-11-21,1300.00,65,APARTMENT
2019-10-07,2500.00,120,ROOF_FLAT
2019-09-26,2049875.00,,OFFICE
2018-08-06,5250.00,,OFFICE
