DATE,PRICE,SPACE,SPACE_binned,CATEGORIES,median_PRICE_CATEGORY_SPACE_binned_DATE,CATEGORY_N_DATES
2018-04-20,1890.0,107.0,"(100, 150]","APARTMENT, FLAT",1890.0,1370
2018-04-20,1710.0,82.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,1240.0,51.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,350.0,14.0,"(0, 50]","APARTMENT, SINGLE_ROOM",350.0,224
2018-04-20,2615.0,190.0,"(150, 200]","APARTMENT, ROOF_FLAT",2615.0,650
2018-04-20,1480.0,65.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,670.0,32.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-04-20,2150.0,84.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,1400.0,97.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,740.0,16.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-04-20,810.0,17.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-04-20,1300.0,56.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,800.0,37.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-04-20,1120.0,30.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",1120.0,996
2018-04-20,1280.0,83.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,1200.0,78.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,870.0,50.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-04-20,1290.0,75.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,1050.0,45.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-04-20,1570.0,76.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,1850.0,70.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,3900.0,200.0,"(150, 200]","HOUSE, BIFAMILIAR_HOUSE",3900.0,40
2018-04-20,2700.0,100.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",2700.0,996
2018-04-20,1500.0,74.0,"(50, 100]","APARTMENT, ROOF_FLAT",1500.0,650
2018-04-20,1050.0,48.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-04-20,3200.0,120.0,"(100, 150]","APARTMENT, ATTIC_FLAT",3200.0,305
2018-04-20,1133.0,48.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-04-20,1170.0,51.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-20,1400.0,76.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-04-21,1770.0,72.0,"(50, 100]","APARTMENT, FLAT",1770.0,1370
2018-04-21,660.0,27.0,"(0, 50]","APARTMENT, FLAT",855.0,1370
2018-04-21,3900.0,240.0,"(200, 300]","HOUSE, SINGLE_HOUSE",3900.0,166
2018-04-21,350.0,14.0,"(0, 50]","APARTMENT, SINGLE_ROOM",350.0,224
2018-04-21,1050.0,48.0,"(0, 50]","APARTMENT, FLAT",855.0,1370
2018-04-21,2910.0,182.0,"(150, 200]","APARTMENT, FLAT",2910.0,1370
2018-04-21,1800.0,92.0,"(50, 100]","APARTMENT, FLAT",1770.0,1370
2018-04-21,1470.0,70.0,"(50, 100]","APARTMENT, FLAT",1770.0,1370
2018-04-21,2020.0,113.0,"(100, 150]","APARTMENT, FLAT",2360.0,1370
2018-04-21,1790.0,83.0,"(50, 100]","APARTMENT, FLAT",1770.0,1370
2018-04-21,1240.0,51.0,"(50, 100]","APARTMENT, FLAT",1770.0,1370
2018-04-21,2700.0,109.0,"(100, 150]","APARTMENT, FLAT",2360.0,1370
2018-04-22,1480.0,65.0,"(50, 100]","APARTMENT, FLAT",1640.0,1370
2018-04-22,3900.0,240.0,"(200, 300]","HOUSE, SINGLE_HOUSE",3900.0,166
2018-04-22,2400.0,109.0,"(100, 150]","APARTMENT, FLAT",2400.0,1370
2018-04-22,1800.0,92.0,"(50, 100]","APARTMENT, FLAT",1640.0,1370
2018-04-23,1290.0,63.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1600.0,87.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,790.0,29.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,1900.0,110.0,"(100, 150]","APARTMENT, ATTIC_FLAT",1900.0,305
2018-04-23,2250.0,82.0,"(50, 100]","HOUSE, ROW_HOUSE",2250.0,152
2018-04-23,1283.0,70.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,830.0,15.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",860.0,996
2018-04-23,1710.0,83.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1286.0,55.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1260.0,63.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1145.0,66.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1200.0,40.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",860.0,996
2018-04-23,900.0,30.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,2000.0,65.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1850.0,996
2018-04-23,1700.0,70.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1850.0,996
2018-04-23,820.0,41.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,1600.0,58.0,"(50, 100]","APARTMENT, ROOF_FLAT",1600.0,650
2018-04-23,1500.0,85.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,550.0,25.0,"(0, 50]","APARTMENT, STUDIO",550.0,224
2018-04-23,1225.0,72.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1650.0,85.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1950.0,71.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1240.0,43.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,1020.0,29.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,1670.0,57.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1550.0,75.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1680.0,88.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,860.0,20.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",860.0,996
2018-04-23,1160.0,53.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1300.0,74.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,2300.0,90.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1200.0,70.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1650.0,50.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,1720.0,98.0,"(50, 100]","APARTMENT, ROOF_FLAT",1600.0,650
2018-04-23,1900.0,103.0,"(100, 150]","APARTMENT, ROOF_FLAT",1900.0,650
2018-04-23,1760.0,90.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1860.0,82.0,"(50, 100]","APARTMENT, ROOF_FLAT",1600.0,650
2018-04-23,1465.0,78.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1500.0,76.0,"(50, 100]","APARTMENT, ROOF_FLAT",1600.0,650
2018-04-23,1150.0,51.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,960.0,50.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,1320.0,65.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1105.0,78.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1215.0,63.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1550.0,85.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,990.0,45.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,1905.0,100.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1240.0,47.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,1590.0,64.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1045.0,57.0,"(50, 100]","APARTMENT, FLAT",1392.5,1370
2018-04-23,1005.0,40.0,"(0, 50]","APARTMENT, FLAT",997.5,1370
2018-04-23,1125.0,60.0,"(50, 100]","APARTMENT, ROOF_FLAT",1600.0,650
2018-04-24,1040.0,45.0,"(0, 50]","APARTMENT, FLAT",1005.0,1370
2018-04-24,1260.0,48.0,"(0, 50]","APARTMENT, ROOF_FLAT",1260.0,650
2018-04-24,2950.0,162.0,"(150, 200]","HOUSE, ROW_HOUSE",2950.0,152
2018-04-24,2690.0,106.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-24,890.0,41.0,"(0, 50]","APARTMENT, FLAT",1005.0,1370
2018-04-24,1680.0,88.0,"(50, 100]","APARTMENT, FLAT",1780.0,1370
2018-04-24,4450.0,135.0,"(100, 150]","APARTMENT, FURNISHED_FLAT",3087.5,996
2018-04-24,1990.0,75.0,"(50, 100]","APARTMENT, FLAT",1780.0,1370
2018-04-24,3600.0,134.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2847.0,451
2018-04-24,1015.0,60.0,"(50, 100]","APARTMENT, FLAT",1780.0,1370
2018-04-24,1725.0,135.0,"(100, 150]","APARTMENT, FURNISHED_FLAT",3087.5,996
2018-04-24,1950.0,98.0,"(50, 100]","APARTMENT, ROOF_FLAT",1950.0,650
2018-04-24,1005.0,40.0,"(0, 50]","APARTMENT, FLAT",1005.0,1370
2018-04-24,2094.0,117.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2847.0,451
2018-04-24,1880.0,100.0,"(50, 100]","APARTMENT, FLAT",1780.0,1370
2018-04-24,2000.0,92.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",2000.0,996
2018-04-25,2690.0,106.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-25,2770.0,104.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-25,1260.0,64.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,3440.0,138.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-25,1500.0,71.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,2435.0,126.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-25,1250.0,25.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",1250.0,996
2018-04-25,2290.0,110.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-25,1350.0,65.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,1490.0,91.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,1150.0,54.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,3450.0,118.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-25,1400.0,59.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,1250.0,73.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,2500.0,85.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",2500.0,996
2018-04-25,1260.0,43.0,"(0, 50]","APARTMENT, FLAT",1170.0,1370
2018-04-25,1170.0,38.0,"(0, 50]","APARTMENT, FLAT",1170.0,1370
2018-04-25,1700.0,102.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-25,1880.0,95.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,1050.0,55.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,2390.0,101.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-25,604.0,26.0,"(0, 50]","APARTMENT, FLAT",1170.0,1370
2018-04-25,1300.0,78.0,"(50, 100]","APARTMENT, ROOF_FLAT",1300.0,650
2018-04-25,2690.0,169.0,"(150, 200]","APARTMENT, DUPLEX, MAISONETTE",2690.0,451
2018-04-25,2750.0,105.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-04-25,3600.0,192.0,"(150, 200]","HOUSE, ROW_HOUSE",3600.0,152
2018-04-25,1000.0,72.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,1170.0,65.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,1200.0,71.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,1450.0,75.0,"(50, 100]","APARTMENT, FLAT",1260.0,1370
2018-04-25,2800.0,189.0,"(150, 200]","APARTMENT, FLAT",2800.0,1370
2018-04-26,1170.0,38.0,"(0, 50]","APARTMENT, FLAT",960.0,1370
2018-04-26,1150.0,54.0,"(50, 100]","APARTMENT, FLAT",1385.0,1370
2018-04-26,2800.0,90.0,"(50, 100]","APARTMENT, FLAT",1385.0,1370
2018-04-26,1385.0,79.0,"(50, 100]","APARTMENT, FLAT",1385.0,1370
2018-04-26,2765.0,118.0,"(100, 150]","APARTMENT, FLAT",2357.5,1370
2018-04-26,1950.0,108.0,"(100, 150]","APARTMENT, FLAT",2357.5,1370
2018-04-26,1310.0,67.0,"(50, 100]","APARTMENT, FLAT",1385.0,1370
2018-04-26,1182.0,62.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1903.5,996
2018-04-26,960.0,39.0,"(0, 50]","APARTMENT, FLAT",960.0,1370
2018-04-26,1390.0,74.0,"(50, 100]","APARTMENT, FLAT",1385.0,1370
2018-04-26,1010.0,78.0,"(50, 100]","APARTMENT, FLAT",1385.0,1370
2018-04-26,2950.0,142.0,"(100, 150]","APARTMENT, ATTIC_FLAT",2950.0,305
2018-04-26,1200.0,70.0,"(50, 100]","APARTMENT, FLAT",1385.0,1370
2018-04-26,2625.0,90.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1903.5,996
2018-04-26,700.0,31.0,"(0, 50]","APARTMENT, FLAT",960.0,1370
2018-04-26,1500.0,76.0,"(50, 100]","APARTMENT, FLAT",1385.0,1370
2018-04-26,1500.0,78.0,"(50, 100]","APARTMENT, FLAT",1385.0,1370
2018-04-27,1640.0,73.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1596.0,88.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,700.0,49.0,"(0, 50]","APARTMENT, FLAT",750.0,1370
2018-04-27,1249.0,55.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1387.0,76.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1060.0,60.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1710.0,74.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,2250.0,125.0,"(100, 150]","APARTMENT, FURNISHED_FLAT",2250.0,996
2018-04-27,850.0,48.0,"(0, 50]","APARTMENT, FLAT",750.0,1370
2018-04-27,2400.0,124.0,"(100, 150]","APARTMENT, FLAT",2180.0,1370
2018-04-27,1450.0,30.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",860.0,996
2018-04-27,1110.0,75.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,810.0,17.0,"(0, 50]","APARTMENT, FLAT",750.0,1370
2018-04-27,830.0,15.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",860.0,996
2018-04-27,1500.0,76.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,860.0,20.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",860.0,996
2018-04-27,1740.0,92.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,740.0,16.0,"(0, 50]","APARTMENT, FLAT",750.0,1370
2018-04-27,1320.0,70.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1090.0,55.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,640.0,29.0,"(0, 50]","APARTMENT, FLAT",750.0,1370
2018-04-27,1900.0,98.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1350.0,76.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1250.0,65.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,995.0,50.0,"(0, 50]","APARTMENT, FLAT",750.0,1370
2018-04-27,2100.0,123.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2100.0,451
2018-04-27,760.0,32.0,"(0, 50]","APARTMENT, FLAT",750.0,1370
2018-04-27,1460.0,74.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1960.0,113.0,"(100, 150]","APARTMENT, FLAT",2180.0,1370
2018-04-27,880.0,59.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1200.0,62.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1230.0,73.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1200.0,71.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1226.0,61.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,2650.0,125.0,"(100, 150]","APARTMENT, FLAT",2180.0,1370
2018-04-27,680.0,32.0,"(0, 50]","APARTMENT, FLAT",750.0,1370
2018-04-27,1392.0,76.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-04-27,1770.0,104.0,"(100, 150]","APARTMENT, FLAT",2180.0,1370
2018-04-28,1140.0,50.0,"(0, 50]","APARTMENT, FLAT",1140.0,1370
2018-04-28,1060.0,60.0,"(50, 100]","APARTMENT, FLAT",1335.0,1370
2018-04-28,1750.0,95.0,"(50, 100]","APARTMENT, FLAT",1335.0,1370
2018-04-28,1550.0,86.0,"(50, 100]","APARTMENT, FLAT",1335.0,1370
2018-04-28,2650.0,120.0,"(100, 150]","APARTMENT, FLAT",2650.0,1370
2018-04-28,2850.0,100.0,"(50, 100]","APARTMENT, ROOF_FLAT",2850.0,650
2018-04-28,1120.0,60.0,"(50, 100]","APARTMENT, FLAT",1335.0,1370
2018-04-29,2435.0,104.0,"(100, 150]","APARTMENT, FLAT",2435.0,1370
2018-04-29,1750.0,95.0,"(50, 100]","APARTMENT, FLAT",1645.0,1370
2018-04-29,1645.0,76.0,"(50, 100]","APARTMENT, FLAT",1645.0,1370
2018-04-29,670.0,30.0,"(0, 50]","APARTMENT, FLAT",670.0,1370
2018-04-29,1180.0,59.0,"(50, 100]","APARTMENT, FLAT",1645.0,1370
2018-04-30,1820.0,104.0,"(100, 150]","APARTMENT, FLAT",2435.0,1370
2018-04-30,2950.0,127.0,"(100, 150]","APARTMENT, ROOF_FLAT",2950.0,650
2018-04-30,3050.0,165.0,"(150, 200]","APARTMENT, DUPLEX, MAISONETTE",3050.0,451
2018-04-30,1200.0,65.0,"(50, 100]","APARTMENT, FLAT",1680.0,1370
2018-04-30,2350.0,98.0,"(50, 100]","APARTMENT, FLAT",1680.0,1370
2018-04-30,1250.0,43.0,"(0, 50]","APARTMENT, FLAT",1250.0,1370
2018-04-30,720.0,26.0,"(0, 50]","APARTMENT, FLAT",1250.0,1370
2018-04-30,2435.0,104.0,"(100, 150]","APARTMENT, FLAT",2435.0,1370
2018-04-30,2800.0,135.0,"(100, 150]","APARTMENT, FLAT",2435.0,1370
2018-04-30,1720.0,72.0,"(50, 100]","APARTMENT, FLAT",1680.0,1370
2018-04-30,1450.0,83.0,"(50, 100]","APARTMENT, ROOF_FLAT",1645.0,650
2018-04-30,1500.0,73.0,"(50, 100]","APARTMENT, FLAT",1680.0,1370
2018-04-30,1465.0,48.0,"(0, 50]","APARTMENT, FLAT",1250.0,1370
2018-04-30,1840.0,80.0,"(50, 100]","APARTMENT, ROOF_FLAT",1645.0,650
2018-04-30,1680.0,84.0,"(50, 100]","APARTMENT, FLAT",1680.0,1370
2018-04-30,2200.0,120.0,"(100, 150]","APARTMENT, FLAT",2435.0,1370
2018-04-30,2650.0,125.0,"(100, 150]","APARTMENT, FLAT",2435.0,1370
2018-05-01,1250.0,54.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-05-01,1320.0,52.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-05-01,870.0,29.0,"(0, 50]","APARTMENT, FLAT",870.0,1370
2018-05-01,1590.0,62.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1688.0,996
2018-05-01,1688.0,60.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1688.0,996
2018-05-01,2460.0,80.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1688.0,996
2018-05-01,1590.0,62.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-05-01,1000.0,67.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-05-01,1500.0,68.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-05-02,1040.0,55.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,2030.0,69.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,1950.0,100.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1975.0,996
2018-05-02,2680.0,113.0,"(100, 150]","APARTMENT, FLAT",2215.0,1370
2018-05-02,2190.0,97.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,1600.0,83.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,1500.0,53.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,1050.0,57.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,2690.0,97.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,630.0,29.0,"(0, 50]","APARTMENT, FLAT",685.0,1370
2018-05-02,1150.0,66.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,2475.0,90.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,1610.0,90.0,"(50, 100]","APARTMENT, DUPLEX, MAISONETTE",1610.0,451
2018-05-02,1750.0,116.0,"(100, 150]","APARTMENT, FLAT",2215.0,1370
2018-05-02,4450.0,146.0,"(100, 150]","APARTMENT, FLAT",2215.0,1370
2018-05-02,1690.0,70.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,1500.0,77.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,740.0,32.0,"(0, 50]","APARTMENT, FLAT",685.0,1370
2018-05-02,1200.0,70.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,1790.0,85.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,1645.0,80.0,"(50, 100]","APARTMENT, FLAT",1622.5,1370
2018-05-02,1680.0,101.0,"(100, 150]","APARTMENT, FLAT",2215.0,1370
2018-05-02,2000.0,68.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1975.0,996
2018-05-03,2700.0,103.0,"(100, 150]","APARTMENT, FLAT",2130.0,1370
2018-05-03,1800.0,82.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1680.0,101.0,"(100, 150]","APARTMENT, FLAT",2130.0,1370
2018-05-03,1010.0,65.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1200.0,52.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1350.0,70.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,2120.0,114.0,"(100, 150]","APARTMENT, FLAT",2130.0,1370
2018-05-03,1850.0,90.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1495.0,55.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1379.0,77.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,2130.0,111.0,"(100, 150]","APARTMENT, FLAT",2130.0,1370
2018-05-03,2500.0,155.0,"(150, 200]","APARTMENT, DUPLEX, MAISONETTE",2850.0,451
2018-05-03,1825.0,72.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,800.0,30.0,"(0, 50]","APARTMENT, FLAT",850.0,1370
2018-05-03,1570.0,97.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,2800.0,85.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,900.0,30.0,"(0, 50]","APARTMENT, FLAT",850.0,1370
2018-05-03,2400.0,124.0,"(100, 150]","APARTMENT, ATTIC_FLAT",2400.0,305
2018-05-03,1500.0,76.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1655.0,83.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1530.0,89.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1350.0,78.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1640.0,75.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,4850.0,200.0,"(150, 200]","APARTMENT, FLAT",4850.0,1370
2018-05-03,1540.0,80.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1940.0,95.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,710.0,44.0,"(0, 50]","APARTMENT, FLAT",850.0,1370
2018-05-03,750.0,78.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,2422.0,111.0,"(100, 150]","APARTMENT, FLAT",2130.0,1370
2018-05-03,1200.0,69.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,865.0,61.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,979.0,62.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1320.0,67.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1100.0,48.0,"(0, 50]","APARTMENT, FLAT",850.0,1370
2018-05-03,1260.0,48.0,"(0, 50]","APARTMENT, FLAT",850.0,1370
2018-05-03,3200.0,180.0,"(150, 200]","APARTMENT, DUPLEX, MAISONETTE",2850.0,451
2018-05-03,1790.0,79.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1840.0,70.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,600.0,25.0,"(0, 50]","APARTMENT, FLAT",850.0,1370
2018-05-03,1710.0,70.0,"(50, 100]","APARTMENT, ROOF_FLAT",1710.0,650
2018-05-03,2560.0,93.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1150.0,63.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,2475.0,90.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1300.0,69.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-03,1190.0,63.0,"(50, 100]","APARTMENT, FLAT",1500.0,1370
2018-05-04,1130.0,57.0,"(50, 100]","APARTMENT, FLAT",1310.0,1370
2018-05-04,1330.0,71.0,"(50, 100]","APARTMENT, FLAT",1310.0,1370
2018-05-04,1300.0,71.0,"(50, 100]","APARTMENT, FLAT",1310.0,1370
2018-05-04,1293.0,76.0,"(50, 100]","APARTMENT, FLAT",1310.0,1370
2018-05-04,580.0,33.0,"(0, 50]","APARTMENT, FLAT",990.0,1370
2018-05-04,872.0,36.0,"(0, 50]","APARTMENT, FLAT",990.0,1370
