DATE,PRICE,SPACE,SPACE_binned,CATEGORIES,median_PRICE_CATEGORY_SPACE_binned_DATE,CATEGORY_N_DATES
2018-01-01,3000.0,70.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",3000.0,996
2018-01-02,1510.0,61.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-02,980.0,54.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-02,650.0,29.0,"(0, 50]","APARTMENT, FLAT",700.0,1370
2018-01-02,2350.0,70.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",2350.0,996
2018-01-02,2050.0,102.0,"(100, 150]","APARTMENT, FLAT",2340.0,1370
2018-01-02,620.0,28.0,"(0, 50]","APARTMENT, FLAT",700.0,1370
2018-01-02,1875.0,50.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",1875.0,996
2018-01-02,8669.0,135.0,"(100, 150]","APARTMENT, FURNISHED_FLAT",5489.5,996
2018-01-02,10000.0,278.0,"(200, 300]","HOUSE, SINGLE_HOUSE",10000.0,166
2018-01-02,1040.0,44.0,"(0, 50]","APARTMENT, FLAT",700.0,1370
2018-01-02,2320.0,113.0,"(100, 150]","APARTMENT, FLAT",2340.0,1370
2018-01-02,2360.0,145.0,"(100, 150]","APARTMENT, FLAT",2340.0,1370
2018-01-02,1285.0,58.0,"(50, 100]","APARTMENT, STUDIO",1285.0,224
2018-01-02,2700.0,120.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2700.0,451
2018-01-02,1640.0,93.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-02,700.0,28.0,"(0, 50]","APARTMENT, FLAT",700.0,1370
2018-01-02,800.0,30.0,"(0, 50]","APARTMENT, FLAT",700.0,1370
2018-01-02,1300.0,70.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-02,1780.0,119.0,"(100, 150]","APARTMENT, ROOF_FLAT",1780.0,650
2018-01-02,1169.0,59.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-02,1090.0,62.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-02,2900.0,120.0,"(100, 150]","APARTMENT, FLAT",2340.0,1370
2018-01-02,2310.0,110.0,"(100, 150]","APARTMENT, FURNISHED_FLAT",5489.5,996
2018-01-02,1640.0,80.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-02,1350.0,72.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-02,1600.0,79.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-02,1600.0,77.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-03,960.0,35.0,"(0, 50]","APARTMENT, FLAT",990.0,1370
2018-01-03,1150.0,57.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,650.0,65.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,1050.0,46.0,"(0, 50]","APARTMENT, FLAT",990.0,1370
2018-01-03,2400.0,94.0,"(50, 100]","APARTMENT, ROOF_FLAT",2400.0,650
2018-01-03,1150.0,70.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,1910.0,94.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,584.0,32.0,"(0, 50]","APARTMENT, FLAT",990.0,1370
2018-01-03,2200.0,100.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,1860.0,78.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,1650.0,68.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,1515.0,55.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,1990.0,55.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1990.0,996
2018-01-03,1320.0,54.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,990.0,47.0,"(0, 50]","APARTMENT, FLAT",990.0,1370
2018-01-03,1630.0,90.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,3500.0,175.0,"(150, 200]","APARTMENT, FLAT",3500.0,1370
2018-01-03,1460.0,62.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,1050.0,31.0,"(0, 50]","APARTMENT, FLAT",990.0,1370
2018-01-03,1675.0,96.0,"(50, 100]","APARTMENT, FLAT",1572.5,1370
2018-01-03,4500.0,205.0,"(200, 300]","HOUSE, BIFAMILIAR_HOUSE",4500.0,40
2018-01-04,1970.0,93.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1240.0,37.0,"(0, 50]","APARTMENT, FLAT",690.0,1370
2018-01-04,580.0,32.0,"(0, 50]","APARTMENT, FLAT",690.0,1370
2018-01-04,2500.0,136.0,"(100, 150]","APARTMENT, FLAT",2390.0,1370
2018-01-04,390.0,22.0,"(0, 50]","APARTMENT, FLAT",690.0,1370
2018-01-04,2050.0,109.0,"(100, 150]","APARTMENT, FLAT",2390.0,1370
2018-01-04,1365.0,72.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1410.0,74.0,"(50, 100]","APARTMENT, ROOF_FLAT",1410.0,650
2018-01-04,1170.0,70.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1600.0,89.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1750.0,83.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1285.0,55.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1360.0,75.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1150.0,57.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,980.0,54.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,650.0,29.0,"(0, 50]","APARTMENT, FLAT",690.0,1370
2018-01-04,1370.0,100.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,540.0,81.0,"(50, 100]",HOBBY_ROOM,540.0,18
2018-01-04,1390.0,71.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,2390.0,114.0,"(100, 150]","APARTMENT, FLAT",2390.0,1370
2018-01-04,1630.0,90.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1625.0,96.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1450.0,72.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,710.0,30.0,"(0, 50]","APARTMENT, FLAT",690.0,1370
2018-01-04,1530.0,75.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1400.0,67.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1350.0,76.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1265.0,71.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-04,1340.0,35.0,"(0, 50]","APARTMENT, FLAT",690.0,1370
2018-01-04,690.0,30.0,"(0, 50]","APARTMENT, FLAT",690.0,1370
2018-01-05,2250.0,100.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,2490.0,122.0,"(100, 150]","APARTMENT, FLAT",2270.0,1370
2018-01-05,935.0,51.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,720.0,15.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",820.0,996
2018-01-05,1725.0,75.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,920.0,40.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",820.0,996
2018-01-05,1900.0,120.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",1900.0,451
2018-01-05,1310.0,67.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,1340.0,56.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,1050.0,49.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-01-05,2770.0,97.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,1750.0,79.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,1300.0,36.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-01-05,2450.0,160.0,"(150, 200]","APARTMENT, FLAT",2450.0,1370
2018-01-05,1630.0,70.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,2600.0,100.0,"(50, 100]","APARTMENT, DUPLEX, MAISONETTE",2600.0,451
2018-01-05,850.0,53.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,1520.0,91.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,1225.0,61.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,1750.0,83.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,930.0,51.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-05,750.0,33.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-01-05,620.0,34.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-01-05,2050.0,141.0,"(100, 150]","APARTMENT, FLAT",2270.0,1370
2018-01-05,820.0,30.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-01-05,860.0,50.0,"(0, 50]","APARTMENT, FLAT",840.0,1370
2018-01-05,1486.0,91.0,"(50, 100]","APARTMENT, FLAT",1503.0,1370
2018-01-06,1480.0,98.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-06,1520.0,91.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-06,1225.0,61.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-06,1380.0,75.0,"(50, 100]","APARTMENT, FLAT",1430.0,1370
2018-01-06,1596.0,55.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1936.0,996
2018-01-06,2150.0,75.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1936.0,996
2018-01-06,2108.0,52.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1936.0,996
2018-01-06,1764.0,52.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1936.0,996
2018-01-07,3900.0,200.0,"(150, 200]","HOUSE, BIFAMILIAR_HOUSE",3900.0,40
2018-01-08,945.0,36.0,"(0, 50]","APARTMENT, FLAT",887.5,1370
2018-01-08,2750.0,110.0,"(100, 150]","APARTMENT, FLAT",2475.0,1370
2018-01-08,2275.0,70.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",2275.0,996
2018-01-08,1960.0,149.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2065.0,451
2018-01-08,700.0,30.0,"(0, 50]","APARTMENT, FLAT",887.5,1370
2018-01-08,120.0,13.0,"(0, 50]","APARTMENT, ATTIC",120.0,61
2018-01-08,980.0,41.0,"(0, 50]","APARTMENT, FLAT",887.5,1370
2018-01-08,1250.0,30.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",1250.0,996
2018-01-08,3900.0,200.0,"(150, 200]","HOUSE, BIFAMILIAR_HOUSE",3725.0,40
2018-01-08,1210.0,63.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,1440.0,80.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,1260.0,62.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,2000.0,110.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2065.0,451
2018-01-08,500.0,31.0,"(0, 50]","APARTMENT, FLAT",887.5,1370
2018-01-08,3550.0,172.0,"(150, 200]","HOUSE, BIFAMILIAR_HOUSE",3725.0,40
2018-01-08,3200.0,160.0,"(150, 200]","HOUSE, ROW_HOUSE",3200.0,152
2018-01-08,1050.0,58.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,1620.0,94.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,1650.0,97.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,2200.0,111.0,"(100, 150]","APARTMENT, FLAT",2475.0,1370
2018-01-08,1090.0,50.0,"(0, 50]","APARTMENT, FLAT",887.5,1370
2018-01-08,1420.0,84.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,1190.0,64.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,3540.0,135.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2065.0,451
2018-01-08,830.0,48.0,"(0, 50]","APARTMENT, FLAT",887.5,1370
2018-01-08,770.0,63.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,4150.0,135.0,"(100, 150]","APARTMENT, FURNISHED_FLAT",4150.0,996
2018-01-08,1725.0,88.0,"(50, 100]","APARTMENT, FLAT",1340.0,1370
2018-01-08,2130.0,130.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2065.0,451
2018-01-09,1170.0,65.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,2220.0,103.0,"(100, 150]","APARTMENT, FLAT",2425.0,1370
2018-01-09,1050.0,61.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,2630.0,130.0,"(100, 150]","APARTMENT, FLAT",2425.0,1370
2018-01-09,1285.0,63.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,1250.0,57.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,2250.0,85.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,1015.0,64.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,970.0,56.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,2250.0,84.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,605.0,31.0,"(0, 50]","APARTMENT, FLAT",722.5,1370
2018-01-09,1450.0,75.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,1380.0,72.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,2100.0,48.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",2100.0,996
2018-01-09,1960.0,120.0,"(100, 150]","APARTMENT, ROOF_FLAT",1960.0,650
2018-01-09,1250.0,67.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,1830.0,90.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,1650.0,97.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,1495.0,78.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,1650.0,86.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,840.0,29.0,"(0, 50]","APARTMENT, FLAT",722.5,1370
2018-01-09,2300.0,100.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-09,1550.0,59.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-10,485.0,21.0,"(0, 50]","APARTMENT, FLAT",675.0,1370
2018-01-10,1725.0,88.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-10,1170.0,65.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-10,570.0,42.0,"(0, 50]","APARTMENT, FLAT",675.0,1370
2018-01-10,2435.0,104.0,"(100, 150]","APARTMENT, FLAT",2117.5,1370
2018-01-10,1580.0,88.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-10,1400.0,80.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-10,1300.0,54.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-10,650.0,34.0,"(0, 50]","APARTMENT, FLAT",675.0,1370
2018-01-10,700.0,30.0,"(0, 50]","APARTMENT, FLAT",675.0,1370
2018-01-10,2400.0,205.0,"(200, 300]",OFFICE,2400.0,131
2018-01-10,720.0,32.0,"(0, 50]","APARTMENT, FLAT",675.0,1370
2018-01-10,1050.0,65.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-10,1070.0,48.0,"(0, 50]","APARTMENT, FLAT",675.0,1370
2018-01-10,1535.0,58.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",1535.0,996
2018-01-10,1800.0,112.0,"(100, 150]","APARTMENT, FLAT",2117.5,1370
2018-01-10,1700.0,104.0,"(100, 150]","APARTMENT, FLAT",2117.5,1370
2018-01-10,4000.0,136.0,"(100, 150]","APARTMENT, FLAT",2117.5,1370
2018-01-10,1240.0,68.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-10,1700.0,77.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-10,1380.0,64.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-10,2650.0,120.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2650.0,451
2018-01-10,1380.0,63.0,"(50, 100]","APARTMENT, FLAT",1380.0,1370
2018-01-11,1220.0,75.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,955.0,52.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,1045.0,17.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",1045.0,996
2018-01-11,1035.0,73.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,1600.0,70.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,895.0,30.0,"(0, 50]","APARTMENT, FLAT",740.0,1370
2018-01-11,740.0,34.0,"(0, 50]","APARTMENT, FLAT",740.0,1370
2018-01-11,1634.0,88.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,895.0,39.0,"(0, 50]","APARTMENT, STUDIO",895.0,224
2018-01-11,1887.0,129.0,"(100, 150]","APARTMENT, ROOF_FLAT",1887.0,650
2018-01-11,720.0,37.0,"(0, 50]","APARTMENT, FLAT",740.0,1370
2018-01-11,1230.0,54.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,2690.0,106.0,"(100, 150]","APARTMENT, FLAT",2690.0,1370
2018-01-11,1540.0,71.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,1700.0,77.0,"(50, 100]","APARTMENT, ATTIC_FLAT",1700.0,305
2018-01-11,1430.0,80.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,1400.0,80.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,1290.0,67.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-11,1450.0,73.0,"(50, 100]","APARTMENT, FLAT",1400.0,1370
2018-01-12,1400.0,73.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,1790.0,76.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,990.0,72.0,"(50, 100]",OFFICE,990.0,131
2018-01-12,2550.0,106.0,"(100, 150]","APARTMENT, FLAT",2325.0,1370
2018-01-12,3200.0,216.0,"(200, 300]","APARTMENT, DUPLEX, MAISONETTE",3200.0,451
2018-01-12,1270.0,54.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,1150.0,50.0,"(0, 50]","APARTMENT, FLAT",630.0,1370
2018-01-12,3660.0,140.0,"(100, 150]","APARTMENT, FLAT",2325.0,1370
2018-01-12,1340.0,66.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,800.0,50.0,"(0, 50]","APARTMENT, FLAT",630.0,1370
2018-01-12,590.0,35.0,"(0, 50]","APARTMENT, FLAT",630.0,1370
2018-01-12,630.0,34.0,"(0, 50]","APARTMENT, FLAT",630.0,1370
2018-01-12,1070.0,55.0,"(50, 100]","APARTMENT, STUDIO",1070.0,224
2018-01-12,1500.0,76.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,630.0,35.0,"(0, 50]","APARTMENT, FLAT",630.0,1370
2018-01-12,1930.0,93.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,1290.0,60.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,1320.0,69.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,5000.0,176.0,"(150, 200]","APARTMENT, FLAT",5000.0,1370
2018-01-12,1969.0,86.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,2100.0,112.0,"(100, 150]","APARTMENT, FLAT",2325.0,1370
2018-01-12,2300.0,112.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2300.0,451
2018-01-12,1850.0,105.0,"(100, 150]","APARTMENT, FLAT",2325.0,1370
2018-01-12,540.0,81.0,"(50, 100]",HOBBY_ROOM,540.0,18
2018-01-12,1650.0,84.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,3050.0,138.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2300.0,451
2018-01-12,1320.0,68.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,1450.0,84.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,1500.0,80.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,1800.0,90.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,1250.0,67.0,"(50, 100]","APARTMENT, FLAT",1450.0,1370
2018-01-12,1940.0,108.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2300.0,451
2018-01-13,1930.0,93.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-01-13,1813.0,53.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",2165.0,996
2018-01-13,1320.0,68.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-01-13,980.0,44.0,"(0, 50]","APARTMENT, FLAT",880.0,1370
2018-01-13,3850.0,105.0,"(100, 150]","APARTMENT, FURNISHED_FLAT",3850.0,996
2018-01-13,2517.0,58.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",2165.0,996
2018-01-13,780.0,47.0,"(0, 50]","APARTMENT, FLAT",880.0,1370
2018-01-13,1560.0,88.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-01-13,1650.0,38.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",1650.0,996
2018-01-13,1270.0,54.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-01-13,1050.0,51.0,"(50, 100]","APARTMENT, FLAT",1320.0,1370
2018-01-14,3000.0,70.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",3000.0,996
2018-01-14,4250.0,150.0,"(100, 150]","APARTMENT, FURNISHED_FLAT",4250.0,996
2018-01-14,1050.0,51.0,"(50, 100]","APARTMENT, FLAT",1425.0,1370
2018-01-14,980.0,44.0,"(0, 50]","APARTMENT, FLAT",980.0,1370
2018-01-14,2700.0,160.0,"(150, 200]","APARTMENT, DUPLEX, MAISONETTE",2700.0,451
2018-01-14,1800.0,90.0,"(50, 100]","APARTMENT, FLAT",1425.0,1370
2018-01-15,2750.0,110.0,"(100, 150]","APARTMENT, FLAT",2100.0,1370
2018-01-15,1400.0,80.0,"(50, 100]","APARTMENT, ROOF_FLAT",1290.0,650
2018-01-15,1365.0,69.0,"(50, 100]","APARTMENT, FLAT",1350.0,1370
2018-01-15,1400.0,75.0,"(50, 100]","APARTMENT, FLAT",1350.0,1370
2018-01-15,5040.0,130.0,"(100, 150]","APARTMENT, FURNISHED_FLAT",5040.0,996
2018-01-15,2100.0,112.0,"(100, 150]","APARTMENT, FLAT",2100.0,1370
2018-01-15,1850.0,94.0,"(50, 100]","APARTMENT, DUPLEX, MAISONETTE",1850.0,451
2018-01-15,2090.0,114.0,"(100, 150]","APARTMENT, FLAT",2100.0,1370
2018-01-15,1650.0,84.0,"(50, 100]","APARTMENT, FLAT",1350.0,1370
2018-01-15,1180.0,74.0,"(50, 100]","APARTMENT, ROOF_FLAT",1290.0,650
2018-01-15,1160.0,65.0,"(50, 100]","APARTMENT, FLAT",1350.0,1370
2018-01-15,1230.0,54.0,"(50, 100]","APARTMENT, FLAT",1350.0,1370
2018-01-15,1350.0,62.0,"(50, 100]","APARTMENT, FLAT",1350.0,1370
2018-01-15,1150.0,70.0,"(50, 100]","APARTMENT, FLAT",1350.0,1370
2018-01-15,2850.0,217.0,"(200, 300]","APARTMENT, LOFT",2850.0,136
2018-01-15,1700.0,91.0,"(50, 100]","APARTMENT, FLAT",1350.0,1370
2018-01-15,3900.0,160.0,"(150, 200]","HOUSE, ROW_HOUSE",3900.0,152
2018-01-15,1350.0,72.0,"(50, 100]","APARTMENT, FLAT",1350.0,1370
2018-01-15,3200.0,216.0,"(200, 300]","APARTMENT, DUPLEX, MAISONETTE",3200.0,451
2018-01-16,1300.0,73.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,2435.0,104.0,"(100, 150]","APARTMENT, FLAT",2462.5,1370
2018-01-16,2350.0,107.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2118.5,451
2018-01-16,1250.0,75.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,1349.0,34.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",1349.0,996
2018-01-16,800.0,54.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,2490.0,115.0,"(100, 150]","APARTMENT, FLAT",2462.5,1370
2018-01-16,1980.0,95.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,1050.0,50.0,"(0, 50]","APARTMENT, FLAT",880.0,1370
2018-01-16,710.0,40.0,"(0, 50]","APARTMENT, FLAT",880.0,1370
2018-01-16,1580.0,85.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,1700.0,91.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,1580.0,78.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,775.0,54.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,820.0,58.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,960.0,58.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,1080.0,59.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-16,1887.0,129.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",2118.5,451
2018-01-16,3400.0,160.0,"(150, 200]","APARTMENT, FLAT",3400.0,1370
2018-01-16,1460.0,75.0,"(50, 100]","APARTMENT, FLAT",1275.0,1370
2018-01-17,1440.0,55.0,"(50, 100]","APARTMENT, FLAT",1557.5,1370
2018-01-17,843.0,28.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",1260.0,996
2018-01-17,1200.0,60.0,"(50, 100]","APARTMENT, FLAT",1557.5,1370
2018-01-17,1875.0,62.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",2162.5,996
2018-01-17,1950.0,104.0,"(100, 150]","APARTMENT, FLAT",2210.0,1370
2018-01-17,1875.0,50.0,"(0, 50]","APARTMENT, FURNISHED_FLAT",1260.0,996
2018-01-17,2410.0,104.0,"(100, 150]","APARTMENT, FLAT",2210.0,1370
2018-01-17,522.0,23.0,"(0, 50]","APARTMENT, FLAT",995.0,1370
2018-01-17,2450.0,70.0,"(50, 100]","APARTMENT, FURNISHED_FLAT",2162.5,996
2018-01-17,990.0,50.0,"(0, 50]","APARTMENT, FLAT",995.0,1370
2018-01-17,175.0,23.0,"(0, 50]",HOBBY_ROOM,175.0,18
2018-01-17,1800.0,58.0,"(50, 100]","APARTMENT, FLAT",1557.5,1370
2018-01-17,1887.0,129.0,"(100, 150]","APARTMENT, DUPLEX, MAISONETTE",1887.0,451
